player_name,position,fixture_id,gameweek,kickoff_date,team,opponent,completed,minutes,npxG,xA,bonus,price,avg_team_xG,avg_team_xGA,avg_opponent_xG,avg_opponent_xGA,proj_score,opponent_proj_score,goal_xP,assist_xP,bonus_xP,cs_xP,concede_xP,minutes_xP,xP,goal_points,assist_points,bonus_points,cs_points,concede_points,minutes_points,total_points,avg_npxG,avg_xA,avg_bonus,avg_minutes
Kyle Walker,D,215,22,2022-01-15,Man City,Chelsea,1,90,0.0,0.0,0,5.4,2.494,1.099,1.729,1.099,1.99,1.05,0.029,0.235,0.03,1.4,-0.244,1.0,2.449,0,0,0,4,0,2,6,0.006,0.098,0.03,1.049
Luke Shaw,D,211,22,2022-01-15,Man Utd,Aston Villa,1,0,,,0,5.0,1.501,1.424,1.003,1.424,1.49,1.36,0.101,0.42,0.001,1.027,-0.335,2.0,3.213,0,0,0,0,0,0,0,0.017,0.141,0.001,68.141
Karl Darlow,G,216,22,2022-01-15,Newcastle,Watford,1,0,,,0,4.5,0.769,2.436,0.984,2.436,1.43,1.3,0.0,0.0,0.006,1.09,-0.603,1.0,1.493,0,0,0,0,0,0,0,0.0,0.0,0.006,0.7
Oriol Romeu Vidal,M,220,22,2022-01-15,Southampton,Wolves,1,90,0.013,0.387,0,4.5,1.129,1.345,0.689,1.345,0.89,1.26,0.189,0.371,0.0,0.284,0.0,2.0,2.844,0,0,0,0,0,2,2,0.048,0.157,0.0,64.652
Billy Gilmour,M,217,22,2022-01-15,Norwich,Everton,1,0,,,0,4.3,0.609,2.1,1.192,2.1,1.07,1.53,0.202,0.258,0.001,0.217,0.0,1.0,1.678,0,0,0,0,0,0,0,0.023,0.049,0.001,44.66
Craig Cathcart,D,216,22,2022-01-15,Watford,Newcastle,1,90,0.0,0.018,0,4.3,0.984,2.401,0.769,2.401,1.3,1.43,0.0,0.04,0.0,0.957,-0.594,2.0,2.402,0,0,0,0,-1,2,2,0.0,0.01,0.0,89.974
Frederico Rodrigues de Paula Santos,M,211,22,2022-01-15,Man Utd,Aston Villa,1,90,0.0,0.46,0,4.9,1.501,1.424,1.003,1.424,1.49,1.36,0.079,0.098,0.266,0.257,0.0,1.0,1.701,0,3,0,0,0,2,5,0.016,0.033,0.267,16.726
Chris Wood,F,216,22,2022-01-15,Newcastle,Watford,1,90,0.272,0.0,0,6.7,0.769,2.436,0.984,2.436,1.43,1.3,0.0,0.229,0.0,0.0,0.0,2.0,2.229,0,0,0,0,0,2,2,0.0,0.041,0.0,90.0
Raheem Sterling,M,215,22,2022-01-15,Man City,Chelsea,1,90,0.066,0.129,0,10.7,2.494,1.099,1.729,1.099,1.99,1.05,1.969,0.517,0.44,0.35,0.0,2.0,5.277,0,0,0,1,0,2,3,0.494,0.216,0.445,64.602
Juan Mata,M,211,22,2022-01-15,Man Utd,Aston Villa,1,0,,,0,4.7,1.501,1.424,1.003,1.424,1.49,1.36,,,0.0,0.257,0.0,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Martin Dubravka,G,216,22,2022-01-15,Newcastle,Watford,1,90,0.0,0.0,0,4.4,0.769,2.436,0.984,2.436,1.43,1.3,0.0,0.0,0.0,1.09,-0.603,2.0,2.487,0,0,0,0,-1,2,3,0.0,0.0,0.0,89.297
Mahmoud Ahmed Ibrahim Hassan,M,211,22,2022-01-15,Aston Villa,Man Utd,1,0,,,0,5.4,1.003,1.176,1.501,1.176,1.36,1.49,0.339,0.0,0.0,0.225,0.0,1.0,1.564,0,0,0,0,0,0,0,0.05,0.0,0.0,5.0
Che Adams,F,220,22,2022-01-15,Southampton,Wolves,1,45,0.087,0.0,0,6.8,1.129,1.345,0.689,1.345,0.89,1.26,0.675,0.128,0.166,0.0,0.0,1.0,1.968,0,0,0,0,0,1,1,0.214,0.054,0.166,16.167
Dan Gosling,M,216,22,2022-01-15,Watford,Newcastle,1,0,,,0,4.7,0.984,2.401,0.769,2.401,1.3,1.43,0.0,0.0,0.0,0.239,0.0,0.0,0.239,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Tyler Onyango,M,217,22,2022-01-15,Everton,Norwich,1,0,,,0,4.5,1.192,2.137,0.609,2.137,1.53,1.07,0.0,0.0,0.0,0.343,0.0,1.0,1.343,0,0,0,0,0,0,0,0.0,0.0,0.0,0.266
Marvelous Nakamba,M,211,22,2022-01-15,Aston Villa,Man Utd,1,0,,,0,4.4,1.003,1.176,1.501,1.176,1.36,1.49,0.0,0.024,0.0,0.225,0.0,1.0,1.25,0,0,0,0,0,0,0,0.0,0.006,0.0,8.772
Christos Tzolis,M,217,22,2022-01-15,Norwich,Everton,1,3,0.0,0.128,0,4.8,0.609,2.1,1.192,2.1,1.07,1.53,0.404,0.285,0.0,0.217,0.0,1.0,1.905,0,0,0,0,0,1,1,0.046,0.054,0.0,28.076
Callum Wilson,F,216,22,2022-01-15,Newcastle,Watford,1,0,,,0,7.3,0.769,2.436,0.984,2.436,1.43,1.3,0.61,0.112,0.379,0.0,0.0,1.0,2.101,0,0,0,0,0,0,0,0.082,0.02,0.382,57.601
Mason Holgate,D,217,22,2022-01-15,Everton,Norwich,1,0,,,0,4.2,1.192,2.137,0.609,2.137,1.53,1.07,0.185,0.0,0.0,1.372,-0.526,2.0,3.03,0,0,0,0,0,0,0,0.024,0.0,0.0,82.647
Max Kilman,D,220,22,2022-01-15,Wolves,Southampton,1,90,0.104,0.0,0,4.5,0.689,1.699,1.129,1.699,1.26,0.89,0.208,0.033,0.348,1.643,-0.41,2.0,3.822,0,3,0,0,-1,2,5,0.019,0.006,0.35,90.0
Kyle Walker-Peters,D,220,22,2022-01-15,Southampton,Wolves,1,0,,,0,4.8,1.129,1.345,0.689,1.345,0.89,1.26,0.076,0.222,0.025,1.135,-0.313,1.0,2.144,0,0,0,0,0,0,0,0.016,0.094,0.025,44.622
Jesse Lingard,M,211,22,2022-01-15,Man Utd,Aston Villa,1,1,0.0,0.0,0,6.8,1.501,1.424,1.003,1.424,1.49,1.36,0.179,0.012,0.002,0.257,0.0,1.0,1.449,0,0,0,0,0,1,1,0.036,0.004,0.002,0.288
Romelu Lukaku,F,215,22,2022-01-15,Chelsea,Man City,1,90,0.446,0.0,0,11.5,1.729,0.803,2.494,0.803,1.05,1.99,0.381,0.14,0.691,0.0,0.0,1.0,2.213,0,0,0,0,0,2,2,0.157,0.077,0.717,28.631
Christian Kabasele,D,216,22,2022-01-15,Watford,Newcastle,1,0,,,0,4.3,0.984,2.401,0.769,2.401,1.3,1.43,1.617,0.0,0.0,0.957,-0.594,1.0,2.98,0,0,0,0,0,0,0,0.204,0.0,0.0,0.007
João Pedro Junqueira de Jesus,F,216,22,2022-01-15,Watford,Newcastle,1,90,0.292,0.103,2,5.4,0.984,2.401,0.769,2.401,1.3,1.43,0.581,0.491,0.071,0.0,0.0,1.0,2.144,4,0,2,0,0,2,8,0.11,0.124,0.071,47.236
Brandon Williams,D,217,22,2022-01-15,Norwich,Everton,1,76,0.0,0.637,1,3.9,0.609,2.1,1.192,2.1,1.07,1.53,0.042,0.248,0.06,0.866,-0.517,2.0,2.699,0,3,1,0,-1,2,6,0.004,0.047,0.06,75.725
Jonathan Rowe,M,217,22,2022-01-15,Norwich,Everton,1,0,,,0,4.4,0.609,2.1,1.192,2.1,1.07,1.53,0.0,0.3,0.0,0.217,0.0,1.0,1.517,0,0,0,0,0,0,0,0.0,0.057,0.0,13.0
Benjamin Mendy,D,215,22,2022-01-15,Man City,Chelsea,1,0,,,0,5.2,2.494,1.099,1.729,1.099,1.99,1.05,0.0,0.692,0.001,1.4,-0.244,0.0,1.848,0,0,0,0,0,0,0,0.0,0.289,0.001,0.0
Emmanuel Dennis,F,216,22,2022-01-15,Watford,Newcastle,1,83,0.117,0.579,0,6.1,0.984,2.401,0.769,2.401,1.3,1.43,0.946,0.456,0.959,0.0,0.0,2.0,4.361,0,0,0,0,0,2,2,0.179,0.115,1.055,66.869
Hassane Kamara,D,216,22,2022-01-15,Watford,Newcastle,1,90,0.0,0.013,0,4.5,0.984,2.401,0.769,2.401,1.3,1.43,,,,0.957,-0.594,0.0,,0,0,0,0,-1,2,2,,,,
Yan Valery,D,220,22,2022-01-15,Southampton,Wolves,1,0,,,0,3.9,1.129,1.345,0.689,1.345,0.89,1.26,0.066,0.0,0.0,1.135,-0.313,1.0,1.887,0,0,0,0,0,0,0,0.014,0.0,0.0,22.5
Tyrone Mings,D,211,22,2022-01-15,Aston Villa,Man Utd,1,90,0.0,0.051,0,5.0,1.003,1.176,1.501,1.176,1.36,1.49,0.171,0.0,0.226,0.901,-0.266,1.0,2.032,0,0,0,0,-2,2,1,0.021,0.0,0.226,44.949
Francisco Femenía Far,D,216,22,2022-01-15,Watford,Newcastle,1,24,0.015,0.035,0,4.3,0.984,2.401,0.769,2.401,1.3,1.43,0.016,0.198,0.0,0.957,-0.594,1.0,1.577,0,3,0,0,0,1,4,0.002,0.05,0.0,31.959
Nathan Redmond,M,220,22,2022-01-15,Southampton,Wolves,1,90,0.0,0.087,0,5.9,1.129,1.345,0.689,1.345,0.89,1.26,0.102,0.232,0.063,0.284,0.0,1.0,1.681,0,3,0,0,0,2,5,0.026,0.098,0.063,55.808
Antonio Rüdiger,D,215,22,2022-01-15,Chelsea,Man City,1,90,0.0,0.0,0,6.2,1.729,0.803,2.494,0.803,1.05,1.99,0.335,0.016,0.127,0.547,-0.16,2.0,2.865,0,0,0,0,-1,2,2,0.092,0.009,0.127,89.995
Pierre Lees-Melou,M,217,22,2022-01-15,Norwich,Everton,1,90,0.061,0.016,0,4.8,0.609,2.1,1.192,2.1,1.07,1.53,0.606,0.142,0.0,0.217,0.0,2.0,2.965,0,0,0,0,0,2,2,0.069,0.027,0.0,72.517
Jonjo Shelvey,M,216,22,2022-01-15,Newcastle,Watford,1,90,0.032,0.0,0,5.3,0.769,2.436,0.984,2.436,1.43,1.3,0.372,0.1,0.436,0.273,0.0,2.0,3.181,0,0,0,0,0,2,1,0.04,0.018,0.441,66.94
Bruno Miguel Borges Fernandes,M,211,22,2022-01-15,Man Utd,Aston Villa,1,88,0.35,0.088,3,11.6,1.501,1.424,1.003,1.424,1.49,1.36,0.913,0.539,0.107,0.257,0.0,1.0,2.816,10,0,3,0,0,2,14,0.184,0.181,0.107,37.096
Fabian Delph,M,217,22,2022-01-15,Everton,Norwich,1,0,,,0,4.3,1.192,2.137,0.609,2.137,1.53,1.07,0.006,0.008,0.0,0.343,0.0,1.0,1.357,0,0,0,0,0,0,0,0.001,0.002,0.0,8.459
Riyad Mahrez,M,215,22,2022-01-15,Man City,Chelsea,1,0,,,0,8.7,2.494,1.099,1.729,1.099,1.99,1.05,0.85,0.527,0.801,0.35,0.0,2.0,4.527,0,0,0,0,0,0,0,0.213,0.22,0.847,64.552
Joseph Willock,M,216,22,2022-01-15,Newcastle,Watford,1,0,,,0,5.7,0.769,2.436,0.984,2.436,1.43,1.3,0.697,0.19,0.0,0.273,0.0,1.0,2.16,0,0,0,0,0,0,0,0.075,0.034,0.0,22.232
Emiliano Martínez,G,211,22,2022-01-15,Aston Villa,Man Utd,1,90,0.0,0.0,0,5.5,1.003,1.176,1.501,1.176,1.36,1.49,0.0,0.0,0.031,0.901,-0.266,2.0,2.666,0,0,0,0,-2,2,2,0.0,0.0,0.031,89.999
Rúben Diogo da Silva Neves,M,220,22,2022-01-15,Wolves,Southampton,1,0,,,0,5.3,0.689,1.699,1.129,1.699,1.26,0.89,0.229,0.335,0.012,0.411,0.0,2.0,2.986,0,0,0,0,0,0,0,0.025,0.061,0.012,87.982
Tom Cleverley,M,216,22,2022-01-15,Watford,Newcastle,1,13,0.0,0.0,0,4.8,0.984,2.401,0.769,2.401,1.3,1.43,0.112,0.238,0.0,0.239,0.0,1.0,1.589,0,0,0,0,0,1,1,0.017,0.06,0.0,14.591
Lucas Digne,D,211,22,2022-01-15,Aston Villa,Man Utd,1,90,0.087,0.368,0,5.0,1.003,1.176,1.501,1.176,1.36,1.49,0.0,0.757,0.0,0.901,-0.266,2.0,3.392,0,0,0,0,-2,2,0,0.0,0.186,0.0,90.0
Matt Ritchie,D,216,22,2022-01-15,Newcastle,Watford,1,0,,,0,4.9,0.769,2.436,0.984,2.436,1.43,1.3,0.201,0.184,0.0,1.09,-0.603,1.0,1.872,0,0,0,0,0,0,0,0.018,0.033,0.0,33.406
Ben Godfrey,D,217,22,2022-01-15,Everton,Norwich,1,90,0.023,0.154,1,4.8,1.192,2.137,0.609,2.137,1.53,1.07,0.092,0.227,0.0,1.372,-0.526,2.0,3.165,0,0,1,0,-2,2,2,0.012,0.059,0.0,89.996
Jan Bednarek,D,220,22,2022-01-15,Southampton,Wolves,1,90,0.116,0.134,0,4.4,1.129,1.345,0.689,1.345,0.89,1.26,1.064,0.005,0.44,1.135,-0.313,2.0,4.33,0,0,0,0,-3,2,1,0.225,0.002,0.445,82.745
Tino Livramento,D,220,22,2022-01-15,Southampton,Wolves,1,0,,,0,4.3,1.129,1.345,0.689,1.345,0.89,1.26,0.085,0.054,0.012,1.135,-0.313,1.0,1.973,0,0,0,0,0,0,0,0.018,0.023,0.012,22.5
Christian Pulisic,M,215,22,2022-01-15,Chelsea,Man City,1,68,0.0,0.017,0,7.9,1.729,0.803,2.494,0.803,1.05,1.99,1.002,0.066,0.0,0.137,0.0,2.0,3.204,0,0,0,1,0,2,3,0.33,0.036,0.0,87.733
Salomón Rondón,F,217,22,2022-01-15,Everton,Norwich,1,53,0.059,0.0,0,6.0,1.192,2.137,0.609,2.137,1.53,1.07,1.201,0.3,0.293,0.0,0.0,1.0,2.794,0,0,0,0,0,1,1,0.234,0.078,0.294,14.601
Oleksandr Zinchenko,D,215,22,2022-01-15,Man City,Chelsea,1,0,,,0,5.3,2.494,1.099,1.729,1.099,1.99,1.05,0.096,0.175,0.206,1.4,-0.244,1.0,2.632,0,0,0,0,0,0,0,0.02,0.073,0.206,21.445
Jamal Lewis,D,216,22,2022-01-15,Newcastle,Watford,1,0,,,0,4.2,0.769,2.436,0.984,2.436,1.43,1.3,0.0,0.033,0.0,1.09,-0.603,1.0,1.52,0,0,0,0,0,0,0,0.0,0.006,0.0,9.781
Ben Gibson,D,217,22,2022-01-15,Norwich,Everton,1,90,0.018,0.0,0,4.4,0.609,2.1,1.192,2.1,1.07,1.53,0.095,0.047,0.0,0.866,-0.517,2.0,2.492,0,0,0,0,-1,2,2,0.009,0.009,0.0,87.135
José Diogo Dalot Teixeira,D,211,22,2022-01-15,Man Utd,Aston Villa,1,90,0.0,0.052,0,4.5,1.501,1.424,1.003,1.424,1.49,1.36,0.089,0.063,0.144,1.027,-0.335,1.0,1.987,0,0,0,0,-2,2,1,0.015,0.021,0.144,23.38
Tim Krul,G,217,22,2022-01-15,Norwich,Everton,1,90,0.0,0.0,0,4.5,0.609,2.1,1.192,2.1,1.07,1.53,0.0,0.0,0.014,0.866,-0.517,1.0,1.363,0,0,0,0,-1,2,3,0.0,0.0,0.014,56.25
Saúl Ñíguez,M,215,22,2022-01-15,Chelsea,Man City,1,0,,,0,4.9,1.729,0.803,2.494,0.803,1.05,1.99,0.027,0.0,0.0,0.137,0.0,1.0,1.164,0,0,0,0,0,0,0,0.009,0.0,0.0,3.77
Emiliano Buendía Stati,M,211,22,2022-01-15,Aston Villa,Man Utd,1,90,0.368,0.236,0,6.2,1.003,1.176,1.501,1.176,1.36,1.49,0.569,0.618,0.003,0.225,0.0,2.0,3.416,0,0,0,0,0,2,2,0.084,0.152,0.003,79.191
André Filipe Tavares Gomes,M,217,22,2022-01-15,Everton,Norwich,1,90,0.051,0.0,0,4.9,1.192,2.137,0.609,2.137,1.53,1.07,0.417,0.077,0.0,0.343,0.0,1.0,1.837,0,0,0,0,0,2,2,0.065,0.02,0.0,31.753
Alex Iwobi,M,217,22,2022-01-15,Everton,Norwich,1,0,,,0,5.8,1.192,2.137,0.609,2.137,1.53,1.07,0.706,0.204,0.035,0.343,0.0,1.0,2.288,0,0,0,0,0,0,0,0.11,0.053,0.035,24.882
James McAtee,M,215,22,2022-01-15,Man City,Chelsea,1,0,,,0,4.4,2.494,1.099,1.729,1.099,1.99,1.05,0.355,0.0,0.0,0.35,0.0,1.0,1.705,0,0,0,0,0,0,0,0.089,0.0,0.0,0.006
Jacob Sørensen,D,217,22,2022-01-15,Norwich,Everton,1,90,0.017,0.0,0,4.3,0.609,2.1,1.192,2.1,1.07,1.53,0.274,0.0,0.0,0.866,-0.517,1.0,1.623,0,0,0,0,-1,2,2,0.026,0.0,0.0,30.422
Timo Werner,F,215,22,2022-01-15,Chelsea,Man City,1,21,0.13,0.0,0,8.6,1.729,0.803,2.494,0.803,1.05,1.99,0.67,0.007,0.002,0.0,0.0,1.0,1.68,0,0,0,0,0,1,1,0.276,0.004,0.002,1.309
Hakim Ziyech,M,215,22,2022-01-15,Chelsea,Man City,1,68,0.038,0.0,0,7.3,1.729,0.803,2.494,0.803,1.05,1.99,0.525,0.432,0.025,0.137,0.0,1.0,2.119,0,0,0,1,0,2,3,0.173,0.237,0.025,7.643
Tim Iroegbunam,M,211,22,2022-01-15,Aston Villa,Man Utd,1,0,,,0,4.5,1.003,1.176,1.501,1.176,1.36,1.49,,,0.0,0.225,0.0,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Zack Steffen,G,215,22,2022-01-15,Man City,Chelsea,1,0,,,0,4.4,2.494,1.099,1.729,1.099,1.99,1.05,0.0,0.0,0.003,1.4,-0.244,1.0,2.159,0,0,0,0,0,0,0,0.0,0.0,0.003,0.005
Morgan Sanson,M,211,22,2022-01-15,Aston Villa,Man Utd,1,67,0.0,0.0,0,5.0,1.003,1.176,1.501,1.176,1.36,1.49,0.02,0.0,0.0,0.225,0.0,1.0,1.246,0,0,0,0,0,2,2,0.003,0.0,0.0,31.922
Kai Havertz,M,215,22,2022-01-15,Chelsea,Man City,1,0,,,0,7.8,1.729,0.803,2.494,0.803,1.05,1.99,0.714,0.146,0.009,0.137,0.0,1.0,2.005,0,0,0,0,0,0,0,0.235,0.08,0.009,41.245
Jacob Ramsey,M,211,22,2022-01-15,Aston Villa,Man Utd,1,90,0.453,0.679,2,4.6,1.003,1.176,1.501,1.176,1.36,1.49,0.61,0.163,0.293,0.225,0.0,2.0,3.291,5,3,2,0,0,2,12,0.09,0.04,0.294,75.845
Kayky da Silva Chagas,F,215,22,2022-01-15,Man City,Chelsea,1,0,,,0,5.0,2.494,1.099,1.729,1.099,1.99,1.05,,,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Teemu Pukki,F,217,22,2022-01-15,Norwich,Everton,1,90,0.0,0.0,0,5.8,0.609,2.1,1.192,2.1,1.07,1.53,0.583,0.311,0.142,0.0,0.0,2.0,3.036,0,0,0,0,0,2,1,0.083,0.059,0.142,67.486
Jarrad Branthwaite,D,217,22,2022-01-15,Everton,Norwich,1,0,,,0,4.0,1.192,2.137,0.609,2.137,1.53,1.07,4.301,0.0,0.21,1.372,-0.526,1.0,6.356,0,0,0,0,0,0,0,0.562,0.0,0.21,22.5
Max Aarons,D,217,22,2022-01-15,Norwich,Everton,1,79,0.0,0.0,0,4.3,0.609,2.1,1.192,2.1,1.07,1.53,0.179,0.084,0.001,0.866,-0.517,2.0,2.614,0,0,0,0,-1,2,1,0.017,0.016,0.001,67.5
Lukas Rupp,M,217,22,2022-01-15,Norwich,Everton,1,0,,,0,4.4,0.609,2.1,1.192,2.1,1.07,1.53,0.571,1.101,0.0,0.217,0.0,1.0,2.889,0,0,0,0,0,0,0,0.065,0.209,0.0,3.272
N'Golo Kanté,M,215,22,2022-01-15,Chelsea,Man City,1,90,0.0,0.0,0,4.9,1.729,0.803,2.494,0.803,1.05,1.99,0.234,0.246,0.311,0.137,0.0,2.0,2.927,0,0,0,0,0,2,2,0.077,0.135,0.312,64.276
Federico Fernández,D,216,22,2022-01-15,Newcastle,Watford,1,0,,,0,4.3,0.769,2.436,0.984,2.436,1.43,1.3,0.446,0.078,0.0,1.09,-0.603,1.0,2.011,0,0,0,0,0,0,0,0.04,0.014,0.0,1.408
Cristiano Ronaldo dos Santos Aveiro,F,211,22,2022-01-15,Man Utd,Aston Villa,1,0,,,0,12.5,1.501,1.424,1.003,1.424,1.49,1.36,2.021,0.232,1.018,0.0,0.0,2.0,5.271,0,0,0,0,0,0,0,0.51,0.078,1.141,89.427
Edinson Cavani,F,211,22,2022-01-15,Man Utd,Aston Villa,1,90,0.0,0.0,0,8.4,1.501,1.424,1.003,1.424,1.49,1.36,1.219,0.068,0.024,0.0,0.0,2.0,3.311,0,0,0,0,0,2,2,0.307,0.023,0.024,73.225
César Azpilicueta,D,215,22,2022-01-15,Chelsea,Man City,1,90,0.0,0.13,0,5.7,1.729,0.803,2.494,0.803,1.05,1.99,0.175,0.118,0.004,0.547,-0.16,2.0,2.684,0,0,0,0,-1,2,2,0.048,0.065,0.004,76.979
Phil Foden,M,215,22,2022-01-15,Man City,Chelsea,1,87,0.082,0.066,0,8.0,2.494,1.099,1.729,1.099,1.99,1.05,1.476,0.527,0.749,0.35,0.0,1.0,4.102,0,0,0,1,0,2,3,0.37,0.22,0.785,28.939
Raphaël Varane,D,211,22,2022-01-15,Man Utd,Aston Villa,1,90,0.0,0.0,0,5.5,1.501,1.424,1.003,1.424,1.49,1.36,0.101,0.018,0.296,1.027,-0.335,2.0,3.106,0,0,0,0,-2,2,1,0.017,0.006,0.297,62.359
Andreas Christensen,D,215,22,2022-01-15,Chelsea,Man City,1,0,,,0,4.6,1.729,0.803,2.494,0.803,1.05,1.99,0.095,0.009,0.001,0.547,-0.16,1.0,1.491,0,0,0,0,0,0,0,0.026,0.005,0.001,17.379
Jaden Philogene-Bidace,M,211,22,2022-01-15,Aston Villa,Man Utd,1,0,,,0,5.0,1.003,1.176,1.501,1.176,1.36,1.49,0.0,0.0,0.0,0.225,0.0,0.0,0.225,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Edouard Mendy,G,215,22,2022-01-15,Chelsea,Man City,1,0,,,0,6.2,1.729,0.803,2.494,0.803,1.05,1.99,0.0,0.0,0.004,0.547,-0.16,2.0,2.39,0,0,0,0,0,0,0,0.0,0.0,0.004,89.999
Luke Cundle,M,220,22,2022-01-15,Wolves,Southampton,1,1,0.0,0.0,0,4.5,0.689,1.699,1.129,1.699,1.26,0.89,,,0.0,0.411,0.0,0.0,,0,0,0,0,0,1,1,,,0.0,0.0
Cole Palmer,M,215,22,2022-01-15,Man City,Chelsea,1,0,,,0,4.5,2.494,1.099,1.729,1.099,1.99,1.05,0.235,0.225,0.0,0.35,0.0,1.0,1.81,0,0,0,0,0,0,0,0.059,0.094,0.0,0.897
Miguel Almirón,M,216,22,2022-01-15,Newcastle,Watford,1,4,0.0,0.0,0,5.1,0.769,2.436,0.984,2.436,1.43,1.3,0.586,0.033,0.0,0.273,0.0,1.0,1.892,0,0,0,0,0,1,1,0.063,0.006,0.0,34.266
Allan Saint-Maximin,F,216,22,2022-01-15,Newcastle,Watford,1,85,0.065,0.012,3,6.6,0.769,2.436,0.984,2.436,1.43,1.3,2.679,0.167,0.894,0.0,0.0,2.0,5.74,4,0,3,0,0,2,9,0.362,0.03,0.965,73.026
Demarai Gray,M,217,22,2022-01-15,Everton,Norwich,1,90,0.106,0.064,0,5.5,1.192,2.137,0.609,2.137,1.53,1.07,1.315,0.254,0.002,0.343,0.0,2.0,3.915,0,0,0,0,0,2,2,0.205,0.066,0.002,65.624
Adam Armstrong,F,220,22,2022-01-15,Southampton,Wolves,1,12,0.0,0.0,0,5.8,1.129,1.345,0.689,1.345,0.89,1.26,0.423,0.078,0.036,0.0,0.0,1.0,1.537,0,0,0,0,0,1,1,0.134,0.033,0.036,29.184
Edo Kayembe,M,216,22,2022-01-15,Watford,Newcastle,1,90,0.041,0.298,1,5.0,0.984,2.401,0.769,2.401,1.3,1.43,,,,0.239,0.0,0.0,,0,0,1,0,0,2,3,,,,
Sean Longstaff,M,216,22,2022-01-15,Newcastle,Watford,1,90,0.043,0.0,0,4.5,0.769,2.436,0.984,2.436,1.43,1.3,0.139,0.251,0.003,0.273,0.0,1.0,1.666,0,0,0,0,0,2,2,0.015,0.045,0.003,52.47
Nicolas Nkoulou,D,216,22,2022-01-15,Watford,Newcastle,1,0,,,0,4.4,0.984,2.401,0.769,2.401,1.3,1.43,0.0,0.012,0.0,0.957,-0.594,1.0,1.375,0,0,0,0,0,0,0,0.0,0.003,0.0,0.871
Adam Idah,F,217,22,2022-01-15,Norwich,Everton,1,90,0.724,0.0,3,4.9,0.609,2.1,1.192,2.1,1.07,1.53,0.668,0.253,0.0,0.0,0.0,2.0,2.921,4,0,3,0,0,2,9,0.095,0.048,0.0,64.812
John McGinn,M,211,22,2022-01-15,Aston Villa,Man Utd,1,0,,,0,5.8,1.003,1.176,1.501,1.176,1.36,1.49,0.163,1.154,0.267,0.225,0.0,2.0,3.81,0,0,0,0,0,0,0,0.024,0.284,0.268,67.123
Matthew Cash,D,211,22,2022-01-15,Aston Villa,Man Utd,1,90,0.0,0.068,0,5.1,1.003,1.176,1.501,1.176,1.36,1.49,0.382,0.346,0.006,0.901,-0.266,2.0,3.37,0,0,0,0,-2,2,1,0.047,0.085,0.006,89.997
Asmir Begović,G,217,22,2022-01-15,Everton,Norwich,1,0,,,0,4.0,1.192,2.137,0.609,2.137,1.53,1.07,0.0,0.0,0.0,1.372,-0.526,1.0,1.846,0,0,0,0,0,0,0,0.0,0.0,0.0,0.005
Emerson Palmieri dos Santos,D,215,22,2022-01-15,Chelsea,Man City,1,0,,,0,4.5,1.729,0.803,2.494,0.803,1.05,1.99,0.0,0.02,0.0,0.547,-0.16,0.0,0.406,0,0,0,0,0,0,0,0.0,0.011,0.0,0.0
Moussa Djenepo,M,220,22,2022-01-15,Southampton,Wolves,1,0,,,0,5.2,1.129,1.345,0.689,1.345,0.89,1.26,0.335,0.102,0.0,0.284,0.0,1.0,1.72,0,0,0,0,0,0,0,0.085,0.043,0.0,1.26
Joshua King,F,216,22,2022-01-15,Watford,Newcastle,1,90,0.413,0.201,0,5.8,0.984,2.401,0.769,2.401,1.3,1.43,1.131,0.313,0.042,0.0,0.0,2.0,3.486,0,0,0,0,0,2,2,0.214,0.079,0.042,89.942
Seamus Coleman,D,217,22,2022-01-15,Everton,Norwich,1,53,0.0,0.059,0,4.9,1.192,2.137,0.609,2.137,1.53,1.07,0.1,0.042,0.001,1.372,-0.526,2.0,2.989,0,0,0,0,-2,1,0,0.013,0.011,0.001,67.462
Joelinton Cássio Apolinário de Lira,F,216,22,2022-01-15,Newcastle,Watford,1,90,0.492,0.109,0,5.8,0.769,2.436,0.984,2.436,1.43,1.3,0.26,0.363,0.074,0.0,0.0,2.0,2.697,0,0,0,0,0,2,2,0.035,0.065,0.074,89.539
Rodrigo Hernandez,M,215,22,2022-01-15,Man City,Chelsea,1,90,0.035,0.112,0,5.5,2.494,1.099,1.729,1.099,1.99,1.05,0.642,0.163,0.862,0.35,0.0,1.0,3.017,0,0,0,1,0,2,3,0.161,0.068,0.924,53.718
Przemyslaw Placheta,M,217,22,2022-01-15,Norwich,Everton,1,0,,,0,4.7,0.609,2.1,1.192,2.1,1.07,1.53,0.501,0.063,0.0,0.217,0.0,2.0,2.781,0,0,0,0,0,0,0,0.057,0.012,0.0,68.032
Mohammed Salisu,D,220,22,2022-01-15,Southampton,Wolves,1,90,0.34,0.133,0,4.5,1.129,1.345,0.689,1.345,0.89,1.26,0.076,0.019,0.002,1.135,-0.313,2.0,2.918,0,0,0,0,-3,2,0,0.016,0.008,0.002,74.187
