player_name,position,fixture_id,gameweek,kickoff_date,team,opponent,completed,minutes,npxG,xA,bonus,price,avg_team_xG,avg_team_xGA,avg_opponent_xG,avg_opponent_xGA,proj_score,opponent_proj_score,goal_xP,assist_xP,bonus_xP,cs_xP,concede_xP,minutes_xP,xP,goal_points,assist_points,bonus_points,cs_points,concede_points,minutes_points,total_points,avg_npxG,avg_xA,avg_bonus,avg_minutes
Ben Foster,G,216,22,2022-01-15,Watford,Newcastle,1,90,0.0,0.0,0,4.1,0.984,2.401,0.769,2.401,1.3,1.43,0.0,0.079,0.074,0.957,-0.594,1.0,1.516,0,0,0,0,-1,2,2,0.0,0.02,0.074,1.401
Danny Rose,D,216,22,2022-01-15,Watford,Newcastle,1,0,,,0,4.2,0.984,2.401,0.769,2.401,1.3,1.43,0.23,0.194,0.0,0.957,-0.594,1.0,1.787,0,0,0,0,0,0,0,0.029,0.049,0.0,7.249
Dominic Calvert-Lewin,F,217,22,2022-01-15,Everton,Norwich,1,90,0.047,0.0,0,7.9,1.192,2.137,0.609,2.137,1.53,1.07,2.551,0.085,0.008,0.0,0.0,1.0,3.644,0,0,0,0,0,2,2,0.499,0.022,0.008,45.002
Kortney Hause,D,211,22,2022-01-15,Aston Villa,Man Utd,1,45,0.008,0.0,0,4.4,1.003,1.176,1.501,1.176,1.36,1.49,0.049,0.0,0.009,0.901,-0.266,1.0,1.693,0,0,0,0,-1,1,1,0.006,0.0,0.009,45.103
João Filipe Iria Santos Moutinho,M,220,22,2022-01-15,Wolves,Southampton,1,90,0.0,0.014,0,4.9,0.689,1.699,1.129,1.699,1.26,0.89,0.247,0.346,0.844,0.411,0.0,2.0,3.847,0,0,0,0,0,2,2,0.027,0.063,0.901,87.526
Callum Hudson-Odoi,M,215,22,2022-01-15,Chelsea,Man City,1,21,0.0,0.0,0,5.3,1.729,0.803,2.494,0.803,1.05,1.99,0.513,0.184,0.147,0.137,0.0,1.0,1.981,0,0,0,0,0,1,1,0.169,0.101,0.147,34.014
Javier Manquillo,D,216,22,2022-01-15,Newcastle,Watford,1,0,,,0,3.9,0.769,2.436,0.984,2.436,1.43,1.3,0.212,0.084,0.0,1.09,-0.603,2.0,2.782,0,0,0,0,0,0,0,0.019,0.015,0.0,66.265
Anwar El Ghazi,M,217,22,2022-01-15,Everton,Norwich,1,0,,,0,5.6,1.192,2.137,0.609,2.137,1.53,1.07,,,0.0,0.343,0.0,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Theo Walcott,M,220,22,2022-01-15,Southampton,Wolves,1,0,,,0,5.8,1.129,1.345,0.689,1.345,0.89,1.26,0.248,0.002,0.0,0.284,0.0,1.0,1.534,0,0,0,0,0,0,0,0.063,0.001,0.0,11.577
Leon Bailey,M,211,22,2022-01-15,Aston Villa,Man Utd,1,0,,,0,6.3,1.003,1.176,1.501,1.176,1.36,1.49,0.99,0.098,0.002,0.225,0.0,1.0,2.315,0,0,0,0,0,0,0,0.146,0.024,0.002,1.425
Hee-Chan Hwang,F,220,22,2022-01-15,Wolves,Southampton,1,0,,,0,5.4,0.689,1.699,1.129,1.699,1.26,0.89,0.285,0.137,0.044,0.0,0.0,1.0,1.466,0,0,0,0,0,0,0,0.039,0.025,0.044,8.447
Benjamin Chilwell,D,215,22,2022-01-15,Chelsea,Man City,1,0,,,0,5.6,1.729,0.803,2.494,0.803,1.05,1.99,0.98,0.364,0.021,0.547,-0.16,1.0,2.752,0,0,0,0,0,0,0,0.269,0.2,0.021,0.173
William Smallbone,M,220,22,2022-01-15,Southampton,Wolves,1,0,,,0,4.5,1.129,1.345,0.689,1.345,0.89,1.26,0.264,0.121,0.0,0.284,0.0,1.0,1.668,0,0,0,0,0,0,0,0.067,0.051,0.0,4.312
Trevoh Chalobah,D,215,22,2022-01-15,Chelsea,Man City,1,0,,,0,4.7,1.729,0.803,2.494,0.803,1.05,1.99,0.033,0.002,0.008,0.547,-0.16,1.0,1.429,0,0,0,0,0,0,0,0.009,0.001,0.008,55.045
Chem Campbell,M,220,22,2022-01-15,Wolves,Southampton,1,0,,,0,4.5,0.689,1.699,1.129,1.699,1.26,0.89,,,0.0,0.411,0.0,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Nathan Tella,M,220,22,2022-01-15,Southampton,Wolves,1,70,0.0,0.0,0,4.7,1.129,1.345,0.689,1.345,0.89,1.26,0.284,0.085,0.0,0.284,0.0,1.0,1.653,0,0,0,0,0,2,2,0.072,0.036,0.0,44.352
Ryan Fraser,M,216,22,2022-01-15,Newcastle,Watford,1,73,0.018,0.502,0,5.3,0.769,2.436,0.984,2.436,1.43,1.3,0.298,0.229,0.0,0.273,0.0,2.0,2.799,0,0,0,1,0,2,2,0.032,0.041,0.0,73.033
João Pedro Cavaco Cancelo,D,215,22,2022-01-15,Man City,Chelsea,1,90,0.012,0.017,2,7.0,2.494,1.099,1.729,1.099,1.99,1.05,0.335,0.373,0.472,1.4,-0.244,2.0,4.336,0,3,2,4,0,2,11,0.07,0.156,0.478,87.184
Willy Boly,D,220,22,2022-01-15,Wolves,Southampton,1,0,,,0,4.9,0.689,1.699,1.129,1.699,1.26,0.89,,,0.0,1.643,-0.41,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Ederson Santana de Moraes,G,215,22,2022-01-15,Man City,Chelsea,1,90,0.0,0.0,0,6.1,2.494,1.099,1.729,1.099,1.99,1.05,0.0,0.0,0.418,1.4,-0.244,2.0,3.574,0,0,0,4,0,2,6,0.0,0.0,0.422,89.995
Jack Grealish,M,215,22,2022-01-15,Man City,Chelsea,1,90,0.475,0.127,0,7.6,2.494,1.099,1.729,1.099,1.99,1.05,1.312,0.206,0.0,0.35,0.0,1.0,2.868,0,0,0,1,0,2,3,0.329,0.086,0.0,27.021
Angus Gunn,G,217,22,2022-01-15,Norwich,Everton,1,0,,,0,4.0,0.609,2.1,1.192,2.1,1.07,1.53,0.0,0.0,0.0,0.866,-0.517,1.0,1.349,0,0,0,0,0,0,0,0.0,0.0,0.0,33.75
Bali Mumba,D,217,22,2022-01-15,Norwich,Everton,1,0,,,0,3.9,0.609,2.1,1.192,2.1,1.07,1.53,0.0,0.0,0.0,0.866,-0.517,0.0,0.349,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Harry Maguire,D,211,22,2022-01-15,Man Utd,Aston Villa,1,0,,,0,5.4,1.501,1.424,1.003,1.424,1.49,1.36,0.083,0.021,0.076,1.027,-0.335,1.0,1.872,0,0,0,0,0,0,0,0.014,0.007,0.076,44.198
Paul Dummett,D,216,22,2022-01-15,Newcastle,Watford,1,90,0.0,0.0,0,4.5,0.769,2.436,0.984,2.436,1.43,1.3,,,0.0,1.09,-0.603,0.0,,0,0,0,0,-1,2,1,,,0.0,0.0
Nemanja Matic,M,211,22,2022-01-15,Man Utd,Aston Villa,1,90,0.0,0.0,0,4.4,1.501,1.424,1.003,1.424,1.49,1.36,0.02,0.393,0.0,0.257,0.0,2.0,2.67,0,0,0,0,0,2,1,0.004,0.132,0.0,70.089
Cameron Archer,F,211,22,2022-01-15,Aston Villa,Man Utd,1,0,,,0,4.5,1.003,1.176,1.501,1.176,1.36,1.49,0.043,0.0,0.0,0.0,0.0,1.0,1.043,0,0,0,0,0,0,0,0.008,0.0,0.0,0.037
Andros Townsend,M,217,22,2022-01-15,Everton,Norwich,1,0,,,0,5.2,1.192,2.137,0.609,2.137,1.53,1.07,0.353,0.628,0.032,0.343,0.0,1.0,2.356,0,0,0,0,0,0,0,0.055,0.163,0.032,20.044
Juan Camilo Hernández Suárez,F,216,22,2022-01-15,Watford,Newcastle,1,6,0.0,0.0,0,5.0,0.984,2.401,0.769,2.401,1.3,1.43,0.359,0.258,0.105,0.0,0.0,1.0,1.722,0,0,0,0,0,1,1,0.068,0.065,0.105,25.925
Dwight Gayle,F,216,22,2022-01-15,Newcastle,Watford,1,0,,,0,5.2,0.769,2.436,0.984,2.436,1.43,1.3,0.067,0.017,0.0,0.0,0.0,1.0,1.084,0,0,0,0,0,0,0,0.009,0.003,0.0,3.504
Emil Krafth,D,216,22,2022-01-15,Newcastle,Watford,1,0,,,0,4.3,0.769,2.436,0.984,2.436,1.43,1.3,0.145,1.271,0.008,1.09,-0.603,1.0,2.91,0,0,0,0,0,0,0,0.013,0.228,0.008,46.011
Vitalii Mykolenko,D,217,22,2022-01-15,Everton,Norwich,1,90,0.0,0.0,0,5.0,1.192,2.137,0.609,2.137,1.53,1.07,,,0.0,1.372,-0.526,0.0,,0,0,0,0,-2,2,1,,,0.0,0.0
Allan Marques Loureiro,M,217,22,2022-01-15,Everton,Norwich,1,0,,,0,4.4,1.192,2.137,0.609,2.137,1.53,1.07,0.045,0.054,0.003,0.343,0.0,1.0,1.445,0,0,0,0,0,0,0,0.007,0.014,0.003,54.206
Jeff Hendrick,M,216,22,2022-01-15,Newcastle,Watford,1,0,,,0,4.8,0.769,2.436,0.984,2.436,1.43,1.3,0.037,0.039,0.0,0.273,0.0,1.0,1.349,0,0,0,0,0,0,0,0.004,0.007,0.0,2.507
Morgan Gibbs-White,M,220,22,2022-01-15,Wolves,Southampton,1,0,,,0,4.5,0.689,1.699,1.129,1.699,1.26,0.89,0.567,0.0,0.0,0.411,0.0,0.0,0.978,0,0,0,0,0,0,0,0.062,0.0,0.0,0.0
Jamaal Lascelles,D,216,22,2022-01-15,Newcastle,Watford,1,90,0.061,0.094,0,4.4,0.769,2.436,0.984,2.436,1.43,1.3,0.279,0.011,0.072,1.09,-0.603,2.0,2.849,0,0,0,0,-1,2,2,0.025,0.002,0.072,88.577
Mathias Normann,M,217,22,2022-01-15,Norwich,Everton,1,0,,,0,4.5,0.609,2.1,1.192,2.1,1.07,1.53,0.325,0.195,0.036,0.217,0.0,1.0,1.773,0,0,0,0,0,0,0,0.037,0.037,0.036,0.481
Fraser Forster,G,220,22,2022-01-15,Southampton,Wolves,1,90,0.0,0.0,0,4.4,1.129,1.345,0.689,1.345,0.89,1.26,0.0,0.0,0.614,1.135,-0.313,2.0,3.435,0,0,0,0,-3,2,1,0.0,0.0,0.63,78.75
Kieran Trippier,D,216,22,2022-01-15,Newcastle,Watford,1,90,0.0,0.074,0,5.0,0.769,2.436,0.984,2.436,1.43,1.3,,,,1.09,-0.603,0.0,,0,0,0,0,-1,2,2,,,,
Paul Pogba,M,211,22,2022-01-15,Man Utd,Aston Villa,1,0,,,0,7.4,1.501,1.424,1.003,1.424,1.49,1.36,0.571,0.31,0.006,0.257,0.0,1.0,2.143,0,0,0,0,0,0,0,0.115,0.104,0.006,0.042
Wesley Moraes,F,211,22,2022-01-15,Aston Villa,Man Utd,1,0,,,0,5.4,1.003,1.176,1.501,1.176,1.36,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Toti António Gomes,D,220,22,2022-01-15,Wolves,Southampton,1,90,0.0,0.0,0,4.5,0.689,1.699,1.129,1.699,1.26,0.89,,,,1.643,-0.41,0.0,,0,0,0,0,-1,2,2,,,,
Reece James,D,215,22,2022-01-15,Chelsea,Man City,1,0,,,0,6.2,1.729,0.803,2.494,0.803,1.05,1.99,0.266,0.308,0.3,0.547,-0.16,1.0,2.26,0,0,0,0,0,0,0,0.073,0.169,0.301,28.638
Jack Stephens,D,220,22,2022-01-15,Southampton,Wolves,1,0,,,0,4.4,1.129,1.345,0.689,1.345,0.89,1.26,0.0,0.085,0.0,1.135,-0.313,1.0,1.906,0,0,0,0,0,0,0,0.0,0.036,0.0,2.814
James Ward-Prowse,M,220,22,2022-01-15,Southampton,Wolves,1,90,0.078,0.022,0,6.3,1.129,1.345,0.689,1.345,0.89,1.26,0.221,0.549,1.277,0.284,0.0,2.0,4.33,5,0,0,0,0,2,6,0.056,0.232,1.668,89.961
Ollie Watkins,F,211,22,2022-01-15,Aston Villa,Man Utd,1,90,0.185,0.0,0,7.7,1.003,1.176,1.501,1.176,1.36,1.49,2.25,0.415,0.635,0.0,0.0,1.0,4.3,0,0,0,0,0,2,2,0.416,0.102,0.654,44.999
Jeremy Ngakia,D,216,22,2022-01-15,Watford,Newcastle,1,65,0.0,0.053,0,4.3,0.984,2.401,0.769,2.401,1.3,1.43,0.048,0.02,0.0,0.957,-0.594,1.0,1.43,0,0,0,0,-1,2,2,0.006,0.005,0.0,12.85
Alex Nicolao Telles,D,211,22,2022-01-15,Man Utd,Aston Villa,1,90,0.042,0.013,0,5.0,1.501,1.424,1.003,1.424,1.49,1.36,0.161,0.733,0.0,1.027,-0.335,1.0,2.585,0,3,0,0,-2,2,4,0.027,0.246,0.0,21.83
Malang Sarr,D,215,22,2022-01-15,Chelsea,Man City,1,90,0.0,0.0,0,4.9,1.729,0.803,2.494,0.803,1.05,1.99,0.0,0.0,0.006,0.547,-0.16,1.0,1.392,0,0,0,0,-1,2,2,0.0,0.0,0.006,0.005
Ruben Loftus-Cheek,M,215,22,2022-01-15,Chelsea,Man City,1,0,,,0,5.4,1.729,0.803,2.494,0.803,1.05,1.99,0.264,0.067,0.002,0.137,0.0,1.0,1.47,0,0,0,0,0,0,0,0.087,0.037,0.002,4.675
Phil Jones,D,211,22,2022-01-15,Man Utd,Aston Villa,1,0,,,0,4.5,1.501,1.424,1.003,1.424,1.49,1.36,0.0,0.0,0.0,1.027,-0.335,1.0,1.691,0,0,0,0,0,0,0,0.0,0.0,0.0,45.0
Daniel Castelo Podence,M,220,22,2022-01-15,Wolves,Southampton,1,90,0.044,0.125,0,5.5,0.689,1.699,1.129,1.699,1.26,0.89,1.225,0.79,0.0,0.411,0.0,2.0,4.426,0,0,0,0,0,2,1,0.134,0.144,0.0,74.8
William Troost-Ekong,D,216,22,2022-01-15,Watford,Newcastle,1,0,,,0,4.3,0.984,2.401,0.769,2.401,1.3,1.43,0.055,0.004,0.0,0.957,-0.594,2.0,2.422,0,0,0,0,0,0,0,0.007,0.001,0.0,66.648
Joshua Sargent,F,217,22,2022-01-15,Norwich,Everton,1,86,0.108,0.0,0,5.4,0.609,2.1,1.192,2.1,1.07,1.53,0.302,0.105,0.0,0.0,0.0,1.0,1.408,0,3,0,0,0,2,4,0.043,0.02,0.0,15.215
Ezri Konsa Ngoyo,D,211,22,2022-01-15,Aston Villa,Man Utd,1,45,0.0,0.0,0,4.9,1.003,1.176,1.501,1.176,1.36,1.49,0.447,0.004,0.216,0.901,-0.266,2.0,3.303,0,0,0,0,-1,1,1,0.055,0.001,0.216,89.784
Jed Steer,G,211,22,2022-01-15,Aston Villa,Man Utd,1,0,,,0,4.0,1.003,1.176,1.501,1.176,1.36,1.49,0.0,0.0,0.0,0.901,-0.266,1.0,1.635,0,0,0,0,0,0,0,0.0,0.0,0.0,0.001
Moise Kean,F,217,22,2022-01-15,Everton,Norwich,1,0,,,0,6.0,1.192,2.137,0.609,2.137,1.53,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Aaron Wan-Bissaka,D,211,22,2022-01-15,Man Utd,Aston Villa,1,0,,,0,5.1,1.501,1.424,1.003,1.424,1.49,1.36,0.012,0.098,0.014,1.027,-0.335,2.0,2.815,0,0,0,0,0,0,0,0.002,0.033,0.014,65.406
Anthony Gordon,M,217,22,2022-01-15,Everton,Norwich,1,90,0.112,0.04,0,4.5,1.192,2.137,0.609,2.137,1.53,1.07,0.975,0.504,0.586,0.343,0.0,2.0,4.409,0,0,0,0,0,2,2,0.152,0.131,0.6,80.411
Imrân Louza,M,216,22,2022-01-15,Watford,Newcastle,1,0,,,0,5.2,0.984,2.401,0.769,2.401,1.3,1.43,0.073,0.206,0.0,0.239,0.0,2.0,2.518,0,0,0,0,0,0,0,0.011,0.052,0.0,63.86
Romain Perraud,D,220,22,2022-01-15,Southampton,Wolves,1,90,0.166,0.0,0,4.8,1.129,1.345,0.689,1.345,0.89,1.26,0.147,0.024,0.004,1.135,-0.313,2.0,2.995,0,0,0,0,-3,2,1,0.031,0.01,0.004,67.874
Lyanco Evangelista Silveira Neves Vojnovic,D,220,22,2022-01-15,Southampton,Wolves,1,90,0.016,0.0,0,4.4,1.129,1.345,0.689,1.345,0.89,1.26,0.132,0.043,0.0,1.135,-0.313,1.0,1.996,0,0,0,0,-3,2,0,0.028,0.018,0.0,53.114
Ilkay Gündogan,M,215,22,2022-01-15,Man City,Chelsea,1,6,0.0,0.0,0,7.3,2.494,1.099,1.729,1.099,1.99,1.05,1.476,0.244,0.061,0.35,0.0,1.0,3.131,0,0,0,0,0,1,1,0.37,0.102,0.061,27.849
Richarlison de Andrade,F,217,22,2022-01-15,Everton,Norwich,1,36,0.091,0.0,2,7.4,1.192,2.137,0.609,2.137,1.53,1.07,0.703,0.728,0.315,0.0,0.0,1.0,2.746,4,0,2,0,0,1,7,0.137,0.189,0.316,16.827
Danny Ings,F,211,22,2022-01-15,Aston Villa,Man Utd,1,75,0.0,0.0,0,7.7,1.003,1.176,1.501,1.176,1.36,1.49,1.534,0.073,0.594,0.0,0.0,2.0,4.201,0,0,0,0,0,2,2,0.283,0.018,0.609,68.084
Mason Greenwood,M,211,22,2022-01-15,Man Utd,Aston Villa,1,88,0.658,0.0,0,7.2,1.501,1.424,1.003,1.424,1.49,1.36,0.74,0.22,0.004,0.257,0.0,1.0,2.221,0,0,0,0,0,2,2,0.149,0.074,0.004,57.629
Anthony Martial,F,211,22,2022-01-15,Man Utd,Aston Villa,1,0,,,0,7.6,1.501,1.424,1.003,1.424,1.49,1.36,0.373,0.0,0.008,0.0,0.0,1.0,1.381,0,0,0,0,0,0,0,0.094,0.0,0.008,0.214
Daniel Bachmann,G,216,22,2022-01-15,Watford,Newcastle,1,0,,,0,4.3,0.984,2.401,0.769,2.401,1.3,1.43,0.0,0.0,0.0,0.957,-0.594,2.0,2.363,0,0,0,0,0,0,0,0.0,0.0,0.0,88.599
Mohamed Elyounoussi,M,220,22,2022-01-15,Southampton,Wolves,1,0,,,0,5.4,1.129,1.345,0.689,1.345,0.89,1.26,0.572,0.085,0.148,0.284,0.0,1.0,2.088,0,0,0,0,0,0,0,0.145,0.036,0.148,13.193
Ozan Tufan,M,216,22,2022-01-15,Watford,Newcastle,1,0,,,0,5.0,0.984,2.401,0.769,2.401,1.3,1.43,0.297,0.123,0.0,0.239,0.0,1.0,1.659,0,0,0,0,0,0,0,0.045,0.031,0.0,16.398
Michael Keane,D,217,22,2022-01-15,Everton,Norwich,1,90,0.038,0.0,0,4.9,1.192,2.137,0.609,2.137,1.53,1.07,0.092,0.042,0.057,1.372,-0.526,2.0,3.037,0,0,0,0,-2,2,-2,0.012,0.011,0.057,90.0
Francisco Machado Mota de Castro Trincão,M,220,22,2022-01-15,Wolves,Southampton,1,77,0.0,0.0,0,5.6,0.689,1.699,1.129,1.699,1.26,0.89,0.759,0.395,0.0,0.411,0.0,1.0,2.565,0,0,0,1,0,2,3,0.083,0.072,0.0,45.402
Axel Tuanzebe,D,211,22,2022-01-15,Man Utd,Aston Villa,1,0,,,0,4.4,1.501,1.424,1.003,1.424,1.49,1.36,,,0.0,1.027,-0.335,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Ashley Fletcher,F,216,22,2022-01-15,Watford,Newcastle,1,0,,,0,4.9,0.984,2.401,0.769,2.401,1.3,1.43,1.115,0.0,0.0,0.0,0.0,1.0,2.115,0,0,0,0,0,0,0,0.211,0.0,0.0,0.316
Kevin De Bruyne,M,215,22,2022-01-15,Man City,Chelsea,1,83,0.185,0.398,3,12.0,2.494,1.099,1.729,1.099,1.99,1.05,0.503,0.826,0.629,0.35,0.0,2.0,4.307,5,0,3,1,0,2,11,0.126,0.345,0.647,85.186
Francisco Sierralta,D,216,22,2022-01-15,Watford,Newcastle,1,0,,,0,4.3,0.984,2.401,0.769,2.401,1.3,1.43,0.055,0.0,0.0,0.957,-0.594,2.0,2.418,0,0,0,0,0,0,0,0.007,0.0,0.0,67.52
Mason Mount,M,215,22,2022-01-15,Chelsea,Man City,1,9,0.0,0.0,0,7.7,1.729,0.803,2.494,0.803,1.05,1.99,0.826,0.306,0.168,0.137,0.0,2.0,3.437,0,0,0,0,0,1,1,0.272,0.168,0.168,89.748
Marcos Alonso,D,215,22,2022-01-15,Chelsea,Man City,1,80,0.017,0.0,0,5.7,1.729,0.803,2.494,0.803,1.05,1.99,0.386,0.466,0.853,0.547,-0.16,2.0,4.092,0,0,0,0,-1,2,1,0.106,0.256,0.912,82.028
Victor Lindelöf,D,211,22,2022-01-15,Man Utd,Aston Villa,1,90,0.0,0.0,0,4.8,1.501,1.424,1.003,1.424,1.49,1.36,0.012,0.027,0.103,1.027,-0.335,1.0,1.833,0,0,0,0,-2,2,1,0.002,0.009,0.103,10.179
Nélson Cabral Semedo,D,220,22,2022-01-15,Wolves,Southampton,1,90,0.0,0.0,0,4.8,0.689,1.699,1.129,1.699,1.26,0.89,0.395,0.143,0.952,1.643,-0.41,2.0,4.722,0,0,0,0,-1,2,2,0.036,0.026,1.045,67.337
Jonjoe Kenny,D,217,22,2022-01-15,Everton,Norwich,1,0,,,0,4.4,1.192,2.137,0.609,2.137,1.53,1.07,0.031,0.135,0.0,1.372,-0.526,2.0,3.011,0,0,0,0,0,0,0,0.004,0.035,0.0,60.001
Keinan Davis,F,211,22,2022-01-15,Aston Villa,Man Utd,1,0,,,0,4.5,1.003,1.176,1.501,1.176,1.36,1.49,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.021
Ken Sema,M,216,22,2022-01-15,Watford,Newcastle,1,0,,,0,5.2,0.984,2.401,0.769,2.401,1.3,1.43,0.073,0.155,0.0,0.239,0.0,1.0,1.467,0,0,0,0,0,0,0,0.011,0.039,0.0,53.727
Milot Rashica,M,217,22,2022-01-15,Norwich,Everton,1,90,0.073,0.034,0,5.2,0.609,2.1,1.192,2.1,1.07,1.53,0.799,0.485,0.0,0.217,0.0,1.0,2.501,0,0,0,0,0,2,2,0.091,0.092,0.0,36.138
Scott McTominay,M,211,22,2022-01-15,Man Utd,Aston Villa,1,0,,,0,5.4,1.501,1.424,1.003,1.424,1.49,1.36,0.382,0.217,0.416,0.257,0.0,2.0,3.272,0,0,0,0,0,0,0,0.077,0.073,0.42,88.177
Marcus Rashford,M,211,22,2022-01-15,Man Utd,Aston Villa,1,0,,,0,9.4,1.501,1.424,1.003,1.424,1.49,1.36,0.333,0.45,0.0,0.257,0.0,1.0,2.039,0,0,0,0,0,0,0,0.067,0.151,0.0,28.806
Stuart Armstrong,M,220,22,2022-01-15,Southampton,Wolves,1,19,0.075,0.0,0,5.8,1.129,1.345,0.689,1.345,0.89,1.26,0.284,0.059,0.0,0.284,0.0,1.0,1.627,0,0,0,0,0,1,1,0.072,0.025,0.0,32.696
Romain Saïss,D,220,22,2022-01-15,Wolves,Southampton,1,0,,,0,5.1,0.689,1.699,1.129,1.699,1.26,0.89,1.36,0.016,0.658,1.643,-0.41,2.0,5.267,0,0,0,0,0,0,0,0.124,0.003,0.679,89.999
Ellis Simms,F,217,22,2022-01-15,Everton,Norwich,1,0,,,0,4.5,1.192,2.137,0.609,2.137,1.53,1.07,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,15.25
Ismaila Sarr,M,216,22,2022-01-15,Watford,Newcastle,1,0,,,0,5.8,0.984,2.401,0.769,2.401,1.3,1.43,0.912,0.262,0.022,0.239,0.0,1.0,2.434,0,0,0,0,0,0,0,0.138,0.066,0.022,1.2
Adam Masina,D,216,22,2022-01-15,Watford,Newcastle,1,0,,,0,4.3,0.984,2.401,0.769,2.401,1.3,1.43,0.159,0.178,0.0,0.957,-0.594,2.0,2.7,0,0,0,0,0,0,0,0.02,0.045,0.0,70.242
Fernando Marçal,D,220,22,2022-01-15,Wolves,Southampton,1,0,,,0,4.2,0.689,1.699,1.129,1.699,1.26,0.89,0.208,0.005,0.007,1.643,-0.41,2.0,3.453,0,0,0,0,0,0,0,0.019,0.001,0.007,78.789
Mateo Kovacic,M,215,22,2022-01-15,Chelsea,Man City,1,90,0.0,0.446,0,5.0,1.729,0.803,2.494,0.803,1.05,1.99,0.124,0.293,0.851,0.137,0.0,2.0,3.406,0,0,0,0,0,2,1,0.041,0.161,0.91,72.457
John Stones,D,215,22,2022-01-15,Man City,Chelsea,1,90,0.047,0.0,1,5.3,2.494,1.099,1.729,1.099,1.99,1.05,0.814,0.0,0.0,1.4,-0.244,1.0,2.969,0,0,1,4,0,2,7,0.17,0.0,0.0,4.207
Samir Caetano de Souza Santos,D,216,22,2022-01-15,Watford,Newcastle,1,90,0.053,0.0,0,4.5,0.984,2.401,0.769,2.401,1.3,1.43,,,,0.957,-0.594,0.0,,0,0,0,0,-1,2,1,,,,
Oghenekaro Peter Etebo,M,216,22,2022-01-15,Watford,Newcastle,1,0,,,0,4.3,0.984,2.401,0.769,2.401,1.3,1.43,0.033,0.055,0.0,0.239,0.0,1.0,1.328,0,0,0,0,0,0,0,0.005,0.014,0.0,0.007
Eric Bailly,D,211,22,2022-01-15,Man Utd,Aston Villa,1,0,,,0,4.9,1.501,1.424,1.003,1.424,1.49,1.36,0.0,0.0,0.0,1.027,-0.335,1.0,1.691,0,0,0,0,0,0,0,0.0,0.0,0.0,18.041
Thiago Emiliano da Silva,D,215,22,2022-01-15,Chelsea,Man City,1,90,0.0,0.0,0,5.6,1.729,0.803,2.494,0.803,1.05,1.99,0.113,0.0,0.295,0.547,-0.16,2.0,2.794,0,0,0,0,-1,2,2,0.031,0.0,0.296,62.443
Lewis Dobbin,F,217,22,2022-01-15,Everton,Norwich,1,0,,,0,4.5,1.192,2.137,0.609,2.137,1.53,1.07,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,7.0
Raúl Jiménez,F,220,22,2022-01-15,Wolves,Southampton,1,79,0.125,0.0,0,7.4,0.689,1.699,1.129,1.699,1.26,0.89,0.644,0.313,0.1,0.0,0.0,2.0,3.056,4,0,0,0,0,2,5,0.088,0.057,0.1,70.478
Jordan Pickford,G,217,22,2022-01-15,Everton,Norwich,1,90,0.0,0.0,0,4.9,1.192,2.137,0.609,2.137,1.53,1.07,0.0,0.0,0.614,1.372,-0.526,2.0,3.459,0,0,0,0,-2,2,1,0.0,0.0,0.63,89.995
Jean-Philippe Gbamin,M,217,22,2022-01-15,Everton,Norwich,1,0,,,0,4.4,1.192,2.137,0.609,2.137,1.53,1.07,0.0,0.0,0.0,0.343,0.0,1.0,1.343,0,0,0,0,0,0,0,0.0,0.0,0.0,4.842
Troy Deeney,F,216,22,2022-01-15,Watford,Newcastle,1,0,,,0,5.4,0.984,2.401,0.769,2.401,1.3,1.43,0.174,0.04,0.0,0.0,0.0,0.0,0.214,0,0,0,0,0,0,0,0.033,0.01,0.0,0.0
Conor Coady,D,220,22,2022-01-15,Wolves,Southampton,1,90,0.726,0.0,1,4.6,0.689,1.699,1.129,1.699,1.26,0.89,0.362,0.0,0.563,1.643,-0.41,2.0,4.157,6,0,1,0,-1,2,9,0.033,0.0,0.575,90.0
Rayan Ait Nouri,D,220,22,2022-01-15,Wolves,Southampton,1,90,0.0,0.513,3,4.3,0.689,1.699,1.129,1.699,1.26,0.89,0.252,0.307,0.074,1.643,-0.41,1.0,2.866,0,6,3,0,-1,2,11,0.023,0.056,0.074,11.202
Ciaran Clark,D,216,22,2022-01-15,Newcastle,Watford,1,0,,,0,4.4,0.769,2.436,0.984,2.436,1.43,1.3,0.279,0.089,0.017,1.09,-0.603,1.0,1.872,0,0,0,0,0,0,0,0.025,0.016,0.017,23.327
