gw,date,name,position,minutes,bonus,points,npxG,xA,team,opponent
28.0,2022-03-07,Andros Townsend,M,0,0.0,0.0,,,Everton,Spurs
28.0,2022-03-07,Richarlison de Andrade,F,90,0.0,2.0,0.025,0.0,Everton,Spurs
28.0,2022-03-07,Demarai Gray,M,0,0.0,0.0,,,Everton,Spurs
28.0,2022-03-07,Heung-Min Son,M,66,0.0,7.0,0.683,0.182,Spurs,Everton
28.0,2022-03-07,Harry Kane,F,90,3.0,13.0,0.908,0.515,Spurs,Everton
28.0,2022-03-10,Francisco Jorge Tomás Oliveira,M,8,0.0,4.0,0.0,0.052,Wolves,Watford
28.0,2022-03-10,Toti António Gomes,D,0,0.0,0.0,,,Wolves,Watford
28.0,2022-03-10,Edo Kayembe,M,0,0.0,0.0,,,Watford,Wolves
28.0,2022-03-10,Ozan Tufan,M,0,0.0,0.0,,,Watford,Wolves
28.0,2022-03-10,José Malheiro de Sá,G,90,0.0,6.0,0.0,0.0,Wolves,Watford
28.0,2022-03-10,Fabio Silva,F,19,0.0,1.0,0.568,0.0,Wolves,Watford
28.0,2022-03-10,Ki-Jana Hoever,D,0,0.0,0.0,,,Wolves,Watford
28.0,2022-03-10,Jeremy Ngakia,D,0,0.0,0.0,,,Watford,Wolves
28.0,2022-03-10,Luke Cundle,M,0,0.0,0.0,,,Wolves,Watford
28.0,2022-03-10,Imrân Louza,M,90,0.0,1.0,0.071,0.056,Watford,Wolves
28.0,2022-03-10,Francisco Sierralta,D,0,0.0,0.0,,,Watford,Wolves
28.0,2022-03-10,William Troost-Ekong,D,0,0.0,0.0,,,Watford,Wolves
28.0,2022-03-10,Samuel Kalu,M,45,0.0,1.0,0.0,0.0,Watford,Wolves
28.0,2022-03-10,Morgan Gibbs-White,M,0,0.0,0.0,,,Wolves,Watford
28.0,2022-03-10,Willy Boly,D,90,0.0,6.0,0.0,0.0,Wolves,Watford
28.0,2022-03-10,Ken Sema,M,0,0.0,0.0,,,Watford,Wolves
28.0,2022-03-10,Rayan Ait Nouri,D,90,1.0,9.0,0.0,0.099,Wolves,Watford
28.0,2022-03-10,Oghenekaro Peter Etebo,M,17,0.0,1.0,0.0,0.0,Watford,Wolves
28.0,2022-03-10,Pedro Lomba Neto,M,29,0.0,1.0,0.052,0.568,Wolves,Watford
28.0,2022-03-10,Nélson Cabral Semedo,D,0,0.0,0.0,,,Wolves,Watford
28.0,2022-03-10,Fernando Marçal,D,0,0.0,0.0,,,Wolves,Watford
28.0,2022-03-10,Francisco Femenía Far,D,29,0.0,0.0,0.0,0.0,Watford,Wolves
28.0,2022-03-10,Hassane Kamara,D,90,0.0,0.0,0.0,0.0,Watford,Wolves
28.0,2022-03-10,Nicolas Nkoulou,D,0,0.0,0.0,,,Watford,Wolves
28.0,2022-03-10,Christian Kabasele,D,60,0.0,2.0,0.065,0.0,Watford,Wolves
28.0,2022-03-10,Ashley Fletcher,F,0,0.0,0.0,,,Watford,Wolves
28.0,2022-03-10,Adam Masina,D,0,0.0,0.0,,,Watford,Wolves
28.0,2022-03-10,Samir Caetano de Souza Santos,D,90,0.0,-1.0,0.025,0.0,Watford,Wolves
28.0,2022-03-10,Daniel Bachmann,G,0,0.0,0.0,,,Watford,Wolves
28.0,2022-03-10,Ben Foster,G,90,0.0,0.0,0.0,0.0,Watford,Wolves
28.0,2022-03-10,Danny Rose,D,0,0.0,0.0,,,Watford,Wolves
28.0,2022-03-10,Tom Cleverley,M,72,0.0,2.0,0.0,0.0,Watford,Wolves
28.0,2022-03-10,Craig Cathcart,D,90,0.0,0.0,0.0,0.0,Watford,Wolves
28.0,2022-03-10,Troy Deeney,F,0,0.0,0.0,,,Watford,Wolves
28.0,2022-03-10,Dan Gosling,M,0,0.0,0.0,,,Watford,Wolves
28.0,2022-03-10,Francisco Machado Mota de Castro Trincão,M,0,0.0,0.0,,,Wolves,Watford
28.0,2022-03-10,Max Kilman,D,0,0.0,0.0,,,Wolves,Watford
28.0,2022-03-10,Leander Dendoncker,M,0,0.0,0.0,,,Wolves,Watford
28.0,2022-03-10,Jonathan Castro Otto,D,81,0.0,6.0,0.0,0.036,Wolves,Watford
28.0,2022-03-10,Juraj Kucka,M,0,0.0,0.0,,,Watford,Wolves
28.0,2022-03-10,Adama Traoré,M,0,0.0,0.0,,,Wolves,Watford
28.0,2022-03-10,Daniel Castelo Podence,M,90,0.0,8.0,0.32,0.0,Wolves,Watford
28.0,2022-03-10,João Pedro Junqueira de Jesus,F,0,0.0,0.0,,,Watford,Wolves
28.0,2022-03-10,Romain Saïss,D,90,0.0,5.0,0.0,0.0,Wolves,Watford
28.0,2022-03-10,João Filipe Iria Santos Moutinho,M,90,0.0,3.0,0.0,0.0,Wolves,Watford
28.0,2022-03-10,Moussa Sissoko,M,90,0.0,2.0,0.0,0.196,Watford,Wolves
28.0,2022-03-10,Conor Coady,D,90,0.0,6.0,0.0,0.0,Wolves,Watford
28.0,2022-03-10,Rúben Diogo da Silva Neves,M,90,3.0,11.0,0.052,0.025,Wolves,Watford
28.0,2022-03-10,Hee-Chan Hwang,F,60,0.0,5.0,0.12,0.438,Wolves,Watford
28.0,2022-03-10,Juan Camilo Hernández Suárez,F,90,0.0,0.0,0.148,0.0,Watford,Wolves
28.0,2022-03-10,Ismaila Sarr,M,0,0.0,0.0,,,Watford,Wolves
28.0,2022-03-10,Joshua King,F,45,0.0,1.0,0.091,0.085,Watford,Wolves
28.0,2022-03-10,Raúl Jiménez,F,70,2.0,8.0,0.438,0.12,Wolves,Watford
28.0,2022-03-10,Emmanuel Dennis,F,90,0.0,2.0,0.099,0.0,Watford,Wolves
28.0,2022-03-10,Jonathan Rowe,M,6,0.0,1.0,0.0,0.0,Norwich,Chelsea
28.0,2022-03-10,Przemyslaw Placheta,M,0,0.0,0.0,,,Norwich,Chelsea
28.0,2022-03-10,Jacob Sørensen,D,0,0.0,0.0,,,Norwich,Chelsea
28.0,2022-03-10,Bali Mumba,D,0,0.0,0.0,,,Norwich,Chelsea
28.0,2022-03-10,Christos Tzolis,M,0,0.0,0.0,,,Norwich,Chelsea
28.0,2022-03-10,Dimitris Giannoulis,D,0,0.0,0.0,,,Norwich,Chelsea
28.0,2022-03-10,Brandon Williams,D,90,0.0,1.0,0.0,0.011,Norwich,Chelsea
28.0,2022-03-10,Christoph Zimmermann,D,45,0.0,0.0,0.027,0.0,Norwich,Chelsea
28.0,2022-03-10,Billy Gilmour,M,0,0.0,0.0,,,Norwich,Chelsea
28.0,2022-03-10,Todd Cantwell,M,0,0.0,0.0,,,Norwich,Chelsea
28.0,2022-03-10,Max Aarons,D,90,0.0,1.0,0.0,0.0,Norwich,Chelsea
28.0,2022-03-10,Emerson Palmieri dos Santos,D,0,0.0,0.0,,,Chelsea,Norwich
28.0,2022-03-10,Ozan Kabak,D,90,0.0,1.0,0.0,0.018,Norwich,Chelsea
28.0,2022-03-10,Edouard Mendy,G,90,0.0,1.0,0.0,0.0,Chelsea,Norwich
28.0,2022-03-10,Malang Sarr,D,0,0.0,0.0,,,Chelsea,Norwich
28.0,2022-03-10,Pierre Lees-Melou,M,90,0.0,5.0,0.015,0.0,Norwich,Chelsea
28.0,2022-03-10,Angus Gunn,G,0,0.0,0.0,,,Norwich,Chelsea
28.0,2022-03-10,Kepa Arrizabalaga,G,0,0.0,0.0,,,Chelsea,Norwich
28.0,2022-03-10,Saúl Ñíguez,M,90,0.0,2.0,0.018,0.0,Chelsea,Norwich
28.0,2022-03-10,Ben Gibson,D,0,0.0,0.0,,,Norwich,Chelsea
28.0,2022-03-10,Emerson Palmieri dos Santos,D,0,0.0,0.0,,,Chelsea,Norwich
28.0,2022-03-10,Kieran Dowell,M,0,0.0,0.0,,,Norwich,Chelsea
28.0,2022-03-10,Tim Krul,G,90,0.0,2.0,0.0,0.0,Norwich,Chelsea
28.0,2022-03-10,Sam Byram,D,0,0.0,0.0,,,Norwich,Chelsea
28.0,2022-03-10,Ruben Loftus-Cheek,M,45,0.0,1.0,0.0,0.141,Chelsea,Norwich
28.0,2022-03-10,César Azpilicueta,D,45,0.0,1.0,0.0,0.058,Chelsea,Norwich
28.0,2022-03-10,Ross Barkley,M,0,0.0,0.0,,,Chelsea,Norwich
28.0,2022-03-10,Andreas Christensen,D,90,0.0,2.0,0.238,0.0,Chelsea,Norwich
28.0,2022-03-10,Lukas Rupp,M,45,0.0,1.0,0.0,0.0,Norwich,Chelsea
28.0,2022-03-10,Andrew Omobamidele,D,0,0.0,0.0,,,Norwich,Chelsea
28.0,2022-03-10,Adam Idah,F,0,0.0,0.0,,,Norwich,Chelsea
28.0,2022-03-10,Kenny McLean,M,90,0.0,2.0,0.098,0.0,Norwich,Chelsea
28.0,2022-03-10,Grant Hanley,D,90,0.0,1.0,0.0,0.0,Norwich,Chelsea
28.0,2022-03-10,Mathias Normann,M,45,0.0,1.0,0.011,0.0,Norwich,Chelsea
28.0,2022-03-10,Milot Rashica,M,45,0.0,1.0,0.018,0.118,Norwich,Chelsea
28.0,2022-03-10,Callum Hudson-Odoi,M,0,0.0,0.0,,,Chelsea,Norwich
28.0,2022-03-10,Marcos Alonso,D,0,0.0,0.0,,,Chelsea,Norwich
28.0,2022-03-10,Timo Werner,F,85,0.0,2.0,0.2,0.0,Chelsea,Norwich
28.0,2022-03-10,Joshua Sargent,F,83,0.0,2.0,0.0,0.0,Norwich,Chelsea
28.0,2022-03-10,Mateo Kovacic,M,85,0.0,2.0,0.019,0.372,Chelsea,Norwich
28.0,2022-03-10,Antonio Rüdiger,D,0,0.0,0.0,,,Chelsea,Norwich
28.0,2022-03-10,N'Golo Kanté,M,5,0.0,4.0,0.0,0.119,Chelsea,Norwich
28.0,2022-03-10,Trevoh Chalobah,D,90,0.0,7.0,0.427,0.0,Chelsea,Norwich
28.0,2022-03-10,Thiago Emiliano da Silva,D,90,0.0,2.0,0.0,0.0,Chelsea,Norwich
28.0,2022-03-10,Benjamin Chilwell,D,0,0.0,0.0,,,Chelsea,Norwich
28.0,2022-03-10,Hakim Ziyech,M,0,0.0,0.0,,,Chelsea,Norwich
28.0,2022-03-10,Christian Pulisic,M,0,0.0,0.0,,,Chelsea,Norwich
28.0,2022-03-10,Reece James,D,0,0.0,0.0,,,Chelsea,Norwich
28.0,2022-03-10,Romelu Lukaku,F,4,0.0,1.0,0.141,0.0,Chelsea,Norwich
28.0,2022-03-10,Kai Havertz,M,90,2.0,12.0,0.39,0.253,Chelsea,Norwich
28.0,2022-03-10,Jorge Luiz Frello Filho,M,90,0.0,2.0,0.0,0.0,Chelsea,Norwich
28.0,2022-03-10,Mason Mount,M,90,3.0,13.0,0.699,0.884,Chelsea,Norwich
28.0,2022-03-10,Teemu Pukki,F,90,1.0,7.0,0.035,0.0,Norwich,Chelsea
28.0,2022-03-10,Leo Fuhr Hjelde,D,0,0.0,0.0,,,Leeds,Aston Villa
28.0,2022-03-10,Stuart McKinstry,M,0,0.0,0.0,,,Leeds,Aston Villa
28.0,2022-03-10,Liam McCarron,M,0,0.0,0.0,,,Leeds,Aston Villa
28.0,2022-03-10,Cameron Archer,F,0,0.0,0.0,,,Aston Villa,Leeds
28.0,2022-03-10,Kristoffer Klaesson,G,0,0.0,0.0,,,Leeds,Aston Villa
28.0,2022-03-10,Tim Iroegbunam,M,0,0.0,0.0,,,Aston Villa,Leeds
28.0,2022-03-10,Cody Drameh,D,0,0.0,0.0,,,Leeds,Aston Villa
28.0,2022-03-10,Sam Greenwood,F,0,0.0,0.0,,,Leeds,Aston Villa
28.0,2022-03-10,Crysencio Summerville,M,0,0.0,0.0,,,Leeds,Aston Villa
28.0,2022-03-10,Jaden Philogene-Bidace,M,0,0.0,0.0,,,Aston Villa,Leeds
28.0,2022-03-10,Carney Chukwuemeka,M,0,0.0,0.0,,,Aston Villa,Leeds
28.0,2022-03-10,Charlie Cresswell,D,0,0.0,0.0,,,Leeds,Aston Villa
28.0,2022-03-10,Liam Cooper,D,0,0.0,0.0,,,Leeds,Aston Villa
28.0,2022-03-10,Jamie Shackleton,M,0,0.0,0.0,,,Leeds,Aston Villa
28.0,2022-03-10,Kalvin Phillips,M,0,0.0,0.0,,,Leeds,Aston Villa
28.0,2022-03-10,Pascal Struijk,D,90,0.0,1.0,0.0,0.0,Leeds,Aston Villa
28.0,2022-03-10,Illan Meslier,G,90,0.0,3.0,0.0,0.0,Leeds,Aston Villa
28.0,2022-03-10,Lewis Bate,M,0,0.0,0.0,,,Leeds,Aston Villa
28.0,2022-03-10,Marvelous Nakamba,M,0,0.0,0.0,,,Aston Villa,Leeds
28.0,2022-03-10,Wesley Moraes,F,0,0.0,0.0,,,Aston Villa,Leeds
28.0,2022-03-10,Mahmoud Ahmed Ibrahim Hassan,M,0,0.0,0.0,,,Aston Villa,Leeds
28.0,2022-03-10,Héctor Junior Firpo Adames,D,90,0.0,0.0,0.0,0.0,Leeds,Aston Villa
28.0,2022-03-10,Robin Koch,D,90,0.0,0.0,0.03,0.083,Leeds,Aston Villa
28.0,2022-03-10,Jed Steer,G,0,0.0,0.0,,,Aston Villa,Leeds
28.0,2022-03-10,Emiliano Martínez,G,90,0.0,6.0,0.0,0.0,Aston Villa,Leeds
28.0,2022-03-10,Morgan Sanson,M,19,0.0,1.0,0.0,0.028,Aston Villa,Leeds
28.0,2022-03-10,Hélder Wander Sousa de Azevedo e Costa,M,0,0.0,0.0,,,Leeds,Aston Villa
28.0,2022-03-10,Lucas Digne,D,90,0.0,6.0,0.1,0.0,Aston Villa,Leeds
28.0,2022-03-10,Adam Forshaw,M,66,0.0,2.0,0.0,0.0,Leeds,Aston Villa
28.0,2022-03-10,Keinan Davis,F,0,0.0,0.0,,,Aston Villa,Leeds
28.0,2022-03-10,Bertrand Traoré,M,0,0.0,0.0,,,Aston Villa,Leeds
28.0,2022-03-10,Ashley Young,D,3,0.0,1.0,0.0,0.0,Aston Villa,Leeds
28.0,2022-03-10,Stuart Dallas,M,90,0.0,2.0,0.0,0.0,Leeds,Aston Villa
28.0,2022-03-10,Kortney Hause,D,0,0.0,0.0,,,Aston Villa,Leeds
28.0,2022-03-10,Douglas Luiz Soares de Paulo,M,86,0.0,2.0,0.096,0.0,Aston Villa,Leeds
28.0,2022-03-10,Leon Bailey,M,0,0.0,0.0,,,Aston Villa,Leeds
28.0,2022-03-10,Mateusz Klich,M,23,0.0,1.0,0.0,0.0,Leeds,Aston Villa
28.0,2022-03-10,Tyrone Mings,D,90,0.0,8.0,0.096,0.043,Aston Villa,Leeds
28.0,2022-03-10,Tyler Roberts,M,0,0.0,0.0,,,Leeds,Aston Villa
28.0,2022-03-10,Calum Chambers,D,90,2.0,14.0,0.043,0.0,Aston Villa,Leeds
28.0,2022-03-10,Joe Gelhardt,F,45,0.0,0.0,0.081,0.0,Leeds,Aston Villa
28.0,2022-03-10,Luke Ayling,D,90,0.0,1.0,0.0,0.0,Leeds,Aston Villa
28.0,2022-03-10,Ezri Konsa Ngoyo,D,0,0.0,0.0,,,Aston Villa,Leeds
28.0,2022-03-10,Emiliano Buendía Stati,M,13,0.0,1.0,0.0,0.1,Aston Villa,Leeds
28.0,2022-03-10,Diego Llorente,D,0,0.0,0.0,,,Leeds,Aston Villa
28.0,2022-03-10,Patrick Bamford,F,32,0.0,1.0,0.083,0.064,Leeds,Aston Villa
28.0,2022-03-10,Matthew Cash,D,90,3.0,18.0,0.344,0.203,Aston Villa,Leeds
28.0,2022-03-10,John McGinn,M,90,0.0,3.0,0.09,0.0,Aston Villa,Leeds
28.0,2022-03-10,Daniel James,M,90,0.0,1.0,0.0,0.0,Leeds,Aston Villa
28.0,2022-03-10,Philippe Coutinho Correia,M,76,2.0,10.0,0.265,0.164,Aston Villa,Leeds
28.0,2022-03-10,Jack Harrison,M,57,0.0,1.0,0.0,0.017,Leeds,Aston Villa
28.0,2022-03-10,Danny Ings,F,70,0.0,5.0,0.013,0.382,Aston Villa,Leeds
28.0,2022-03-10,Jacob Ramsey,M,90,0.0,3.0,0.0,0.165,Aston Villa,Leeds
28.0,2022-03-10,Ollie Watkins,F,90,0.0,1.0,0.226,0.0,Aston Villa,Leeds
28.0,2022-03-10,Raphael Dias Belloli,M,90,0.0,1.0,0.0,0.0,Leeds,Aston Villa
28.0,2022-03-10,Nathan Tella,M,0,0.0,0.0,,,Southampton,Newcastle
28.0,2022-03-10,William Smallbone,M,0,0.0,0.0,,,Southampton,Newcastle
28.0,2022-03-10,Moussa Djenepo,M,5,0.0,1.0,0.0,0.0,Southampton,Newcastle
28.0,2022-03-10,Jamal Lewis,D,0,0.0,0.0,,,Newcastle,Southampton
28.0,2022-03-10,Miguel Almirón,M,5,0.0,1.0,0.0,0.0,Newcastle,Southampton
28.0,2022-03-10,Yan Valery,D,0,0.0,0.0,,,Southampton,Newcastle
28.0,2022-03-10,Mohammed Salisu,D,90,0.0,1.0,0.426,0.0,Southampton,Newcastle
28.0,2022-03-10,Ibrahima Diallo,M,0,0.0,0.0,,,Southampton,Newcastle
28.0,2022-03-10,Martin Dubravka,G,90,0.0,3.0,0.0,0.0,Newcastle,Southampton
28.0,2022-03-10,Romain Perraud,D,0,0.0,0.0,,,Southampton,Newcastle
28.0,2022-03-10,Lyanco Evangelista Silveira Neves Vojnovic,D,0,0.0,0.0,,,Southampton,Newcastle
28.0,2022-03-10,Jack Stephens,D,0,0.0,0.0,,,Southampton,Newcastle
28.0,2022-03-10,Emil Krafth,D,90,0.0,2.0,0.0,0.0,Newcastle,Southampton
28.0,2022-03-10,Ciaran Clark,D,0,0.0,0.0,,,Newcastle,Southampton
28.0,2022-03-10,Paul Dummett,D,0,0.0,0.0,,,Newcastle,Southampton
28.0,2022-03-10,Freddie Woodman,G,0,0.0,0.0,,,Newcastle,Southampton
28.0,2022-03-10,Fraser Forster,G,90,0.0,1.0,0.0,0.0,Southampton,Newcastle
28.0,2022-03-10,Nathan Redmond,M,0,0.0,0.0,,,Southampton,Newcastle
28.0,2022-03-10,Karl Darlow,G,0,0.0,0.0,,,Newcastle,Southampton
28.0,2022-03-10,Dwight Gayle,F,0,0.0,0.0,,,Newcastle,Southampton
28.0,2022-03-10,Federico Fernández,D,0,0.0,0.0,,,Newcastle,Southampton
28.0,2022-03-10,Alex McCarthy,G,0,0.0,0.0,,,Southampton,Newcastle
28.0,2022-03-10,Willy Caballero,G,0,0.0,0.0,,,Southampton,Newcastle
28.0,2022-03-10,Theo Walcott,M,0,0.0,0.0,,,Southampton,Newcastle
28.0,2022-03-10,Matt Ritchie,D,0,0.0,0.0,,,Newcastle,Southampton
28.0,2022-03-10,Tino Livramento,D,90,0.0,1.0,0.109,0.0,Southampton,Newcastle
28.0,2022-03-10,Bruno Guimarães Rodriguez Moura,M,66,3.0,10.0,0.191,0.206,Newcastle,Southampton
28.0,2022-03-10,Dan Burn,D,90,0.0,5.0,0.0,0.122,Newcastle,Southampton
28.0,2022-03-10,Sean Longstaff,M,23,0.0,1.0,0.0,0.0,Newcastle,Southampton
28.0,2022-03-10,Jacob Murphy,M,90,0.0,1.0,0.055,0.05,Newcastle,Southampton
28.0,2022-03-10,Isaac Hayden,M,0,0.0,0.0,,,Newcastle,Southampton
28.0,2022-03-10,Jeff Hendrick,M,0,0.0,0.0,,,Newcastle,Southampton
28.0,2022-03-10,Javier Manquillo,D,1,0.0,1.0,0.0,0.0,Newcastle,Southampton
28.0,2022-03-10,Kyle Walker-Peters,D,90,0.0,1.0,0.0,0.436,Southampton,Newcastle
28.0,2022-03-10,Matt Targett,D,90,0.0,2.0,0.039,0.027,Newcastle,Southampton
28.0,2022-03-10,Oriol Romeu Vidal,M,78,0.0,2.0,0.019,0.0,Southampton,Newcastle
28.0,2022-03-10,Shane Long,F,11,0.0,1.0,0.0,0.0,Southampton,Newcastle
28.0,2022-03-10,Jamaal Lascelles,D,0,0.0,0.0,,,Newcastle,Southampton
28.0,2022-03-10,Fabian Schär,D,90,0.0,2.0,0.0,0.0,Newcastle,Southampton
28.0,2022-03-10,Stuart Armstrong,M,90,1.0,8.0,0.715,0.06,Southampton,Newcastle
28.0,2022-03-10,Joseph Willock,M,90,0.0,2.0,0.206,0.0,Newcastle,Southampton
28.0,2022-03-10,Adam Armstrong,F,17,0.0,1.0,0.03,0.0,Southampton,Newcastle
28.0,2022-03-10,Ryan Fraser,M,84,0.0,2.0,0.027,0.019,Newcastle,Southampton
28.0,2022-03-10,Jonjo Shelvey,M,90,0.0,5.0,0.0,0.295,Newcastle,Southampton
28.0,2022-03-10,Kieran Trippier,D,0,0.0,0.0,,,Newcastle,Southampton
28.0,2022-03-10,Joelinton Cássio Apolinário de Lira,F,0,0.0,0.0,,,Newcastle,Southampton
28.0,2022-03-10,Jan Bednarek,D,90,0.0,0.0,0.0,0.023,Southampton,Newcastle
28.0,2022-03-10,Mohamed Elyounoussi,M,84,0.0,5.0,0.073,0.0,Southampton,Newcastle
28.0,2022-03-10,Chris Wood,F,90,2.0,8.0,0.295,0.0,Newcastle,Southampton
28.0,2022-03-10,Allan Saint-Maximin,F,0,0.0,0.0,,,Newcastle,Southampton
28.0,2022-03-10,Armando Broja,F,72,0.0,2.0,0.312,0.0,Southampton,Newcastle
28.0,2022-03-10,James Ward-Prowse,M,90,0.0,2.0,0.0,0.166,Southampton,Newcastle
28.0,2022-03-10,Callum Wilson,F,0,0.0,0.0,,,Newcastle,Southampton
28.0,2022-03-10,Che Adams,F,90,0.0,2.0,0.137,0.312,Southampton,Newcastle
29.0,2022-03-12,Pelenda Joshua Dasilva,M,0,0.0,0.0,,,Brentford,Burnley
29.0,2022-03-12,Finley Stevens,D,0,0.0,0.0,,,Brentford,Burnley
29.0,2022-03-12,Dominic Thompson,D,0,0.0,0.0,,,Brentford,Burnley
29.0,2022-03-12,Nathan Collins,D,90,0.0,-2.0,0.0,0.0,Burnley,Brentford
29.0,2022-03-12,Charlie Goode,D,0,0.0,0.0,,,Brentford,Burnley
29.0,2022-03-12,Marcus Forss,F,0,0.0,0.0,,,Brentford,Burnley
29.0,2022-03-12,Mads Bech Sørensen,D,0,0.0,0.0,,,Brentford,Burnley
29.0,2022-03-12,Mads Bidstrup,M,0,0.0,0.0,,,Brentford,Burnley
29.0,2022-03-12,Frank Onyeka,M,1,0.0,1.0,0.0,0.0,Brentford,Burnley
29.0,2022-03-12,Kristoffer Ajer,D,90,0.0,6.0,0.0,0.0,Brentford,Burnley
29.0,2022-03-12,David Raya Martin,G,90,0.0,6.0,0.0,0.0,Brentford,Burnley
29.0,2022-03-12,Mathias Jensen,M,9,0.0,1.0,0.0,0.0,Brentford,Burnley
29.0,2022-03-12,Dwight McNeil,M,90,0.0,2.0,0.337,0.075,Burnley,Brentford
29.0,2022-03-12,Dale Stephens,M,0,0.0,0.0,,,Burnley,Brentford
29.0,2022-03-12,Charlie Taylor,D,90,0.0,1.0,0.025,0.0,Burnley,Brentford
29.0,2022-03-12,Connor Roberts,D,90,0.0,1.0,0.0,0.0,Burnley,Brentford
29.0,2022-03-12,Nick Pope,G,90,0.0,1.0,0.0,0.0,Burnley,Brentford
29.0,2022-03-12,Álvaro Fernández,G,0,0.0,0.0,,,Brentford,Burnley
29.0,2022-03-12,Ashley Barnes,F,0,0.0,0.0,,,Burnley,Brentford
29.0,2022-03-12,Jonas Lössl,G,0,0.0,0.0,,,Brentford,Burnley
29.0,2022-03-12,Johann Berg Gudmundsson,M,0,0.0,0.0,,,Burnley,Brentford
29.0,2022-03-12,Erik Pieters,D,0,0.0,0.0,,,Burnley,Brentford
29.0,2022-03-12,Jack Cork,M,0,0.0,0.0,,,Burnley,Brentford
29.0,2022-03-12,Ashley Westwood,M,90,0.0,2.0,0.0,0.273,Burnley,Brentford
29.0,2022-03-12,Christian Eriksen,M,90,0.0,6.0,0.084,0.575,Brentford,Burnley
29.0,2022-03-12,Wayne Hennessey,G,0,0.0,0.0,,,Burnley,Brentford
29.0,2022-03-12,Shandon Baptiste,M,0,0.0,0.0,,,Brentford,Burnley
29.0,2022-03-12,Mads Roerslev Rasmussen,D,0,0.0,0.0,,,Brentford,Burnley
29.0,2022-03-12,Ethan Pinnock,D,90,2.0,8.0,0.0,0.0,Brentford,Burnley
29.0,2022-03-12,Josh Brownhill,M,90,0.0,2.0,0.062,0.0,Burnley,Brentford
29.0,2022-03-12,Saman Ghoddos,M,0,0.0,0.0,,,Brentford,Burnley
29.0,2022-03-12,Wout Weghorst,F,66,0.0,2.0,0.0,0.0,Burnley,Brentford
29.0,2022-03-12,Mathias Jorgensen,D,0,0.0,0.0,,,Brentford,Burnley
29.0,2022-03-12,Pontus Jansson,D,90,1.0,7.0,0.0,0.0,Brentford,Burnley
29.0,2022-03-12,James Tarkowski,D,90,0.0,0.0,0.0,0.013,Burnley,Brentford
29.0,2022-03-12,Matthew Lowton,D,0,0.0,0.0,,,Burnley,Brentford
29.0,2022-03-12,Matej Vydra,F,0,0.0,0.0,,,Burnley,Brentford
29.0,2022-03-12,Jay Rodriguez,F,23,0.0,1.0,0.013,0.0,Burnley,Brentford
29.0,2022-03-12,Vitaly Janelt,M,90,0.0,3.0,0.143,0.0,Brentford,Burnley
29.0,2022-03-12,Rico Henry,D,90,0.0,6.0,0.013,0.0,Brentford,Burnley
29.0,2022-03-12,Christian Nørgaard,M,80,0.0,3.0,0.014,0.045,Brentford,Burnley
29.0,2022-03-12,Sergi Canós,M,74,0.0,3.0,0.097,0.21,Brentford,Burnley
29.0,2022-03-12,Aaron Lennon,M,90,0.0,2.0,0.0,0.0,Burnley,Brentford
29.0,2022-03-12,Bryan Mbeumo,M,90,0.0,3.0,0.203,0.022,Brentford,Burnley
29.0,2022-03-12,Yoane Wissa,M,15,0.0,1.0,0.0,0.0,Brentford,Burnley
29.0,2022-03-12,Ben Mee,D,0,0.0,0.0,,,Burnley,Brentford
29.0,2022-03-12,Maxwel Cornet,M,90,0.0,2.0,0.388,0.0,Burnley,Brentford
29.0,2022-03-12,Ivan Toney,F,90,3.0,12.0,0.505,0.106,Brentford,Burnley
29.0,2022-03-12,Evan Ferguson,F,0,0.0,0.0,,,Brighton,Liverpool
29.0,2022-03-12,Kaide Gordon,M,0,0.0,0.0,,,Liverpool,Brighton
29.0,2022-03-12,Tyler Morton,M,0,0.0,0.0,,,Liverpool,Brighton
29.0,2022-03-12,Jeremy Sarmiento,M,0,0.0,0.0,,,Brighton,Liverpool
29.0,2022-03-12,Taylor Richards,M,0,0.0,0.0,,,Brighton,Liverpool
29.0,2022-03-12,Jakub Moder,M,0,0.0,0.0,,,Brighton,Liverpool
29.0,2022-03-12,Robert Sánchez,G,90,0.0,3.0,0.0,0.0,Brighton,Liverpool
29.0,2022-03-12,Konstantinos Tsimikas,D,0,0.0,0.0,,,Liverpool,Brighton
29.0,2022-03-12,Joël Veltman,D,90,0.0,1.0,0.0,0.0,Brighton,Liverpool
29.0,2022-03-12,Tariq Lamptey,D,90,0.0,1.0,0.017,0.037,Brighton,Liverpool
29.0,2022-03-12,Neco Williams,D,0,0.0,0.0,,,Liverpool,Brighton
29.0,2022-03-12,Steven Alzate,M,45,0.0,1.0,0.0,0.0,Brighton,Liverpool
29.0,2022-03-12,Aaron Connolly,F,0,0.0,0.0,,,Brighton,Liverpool
29.0,2022-03-12,Caoimhin Kelleher,G,0,0.0,0.0,,,Liverpool,Brighton
29.0,2022-03-12,Harvey Elliott,M,0,0.0,0.0,,,Liverpool,Brighton
29.0,2022-03-12,Jason Steele,G,0,0.0,0.0,,,Brighton,Liverpool
29.0,2022-03-12,Marc Cucurella,D,90,0.0,1.0,0.0,0.07,Brighton,Liverpool
29.0,2022-03-12,Jürgen Locadia,F,0,0.0,0.0,,,Brighton,Liverpool
29.0,2022-03-12,Ibrahima Konaté,D,0,0.0,0.0,,,Liverpool,Brighton
