player_id,fixture_id,goal_xP,assist_xP,bonus_xP,cs_xP,concede_xP,xP
11,161,0.0,0.0,0.0,1.169,-0.281,0.0
11,173,0.0,0.0,0.0,1.254,-0.261,0.0
11,187,0.0,0.0,0.0,1.779,-0.162,0.0
11,191,0.0,0.0,0.0,2.067,-0.121,0.0
11,201,0.0,0.0,0.0,0.581,-0.472,0.0
11,218,0.0,0.0,0.0,0.866,-0.365,0.0
11,221,0.0,0.0,0.0,1.815,-0.157,0.0
11,236,0.0,0.0,0.0,1.659,-0.182,0.0
11,243,0.0,0.0,0.0,0.841,-0.373,0.0
11,251,0.0,0.0,0.0,1.967,-0.135,0.0
11,261,0.0,0.0,0.0,0.581,-0.472,0.0
11,279,0.0,0.0,0.0,1.71,-0.174,0.0
11,281,0.0,0.0,0.0,1.472,-0.216,0.0
11,291,0.0,0.0,0.0,1.292,-0.253,0.0
11,304,0.0,0.0,0.0,1.516,-0.208,0.0
11,311,0.0,0.0,0.0,1.928,-0.14,0.0
11,326,0.0,0.0,0.0,1.442,-0.222,0.0
11,331,0.0,0.0,0.0,1.516,-0.208,0.0
11,349,0.0,0.0,0.0,1.386,-0.233,0.0
11,351,0.0,0.0,0.0,1.547,-0.202,0.0
11,365,0.0,0.0,0.0,1.372,-0.236,0.0
11,371,0.0,0.0,0.0,1.852,-0.151,0.0
12,1,,,,,,
12,18,0.0,0.0,0.0,0.0,0.0,0.0
12,24,0.0,0.0,0.0,0.0,0.0,0.0
12,31,0.0,0.0,0.0,0.436,0.0,0.487
12,43,0.0,0.0,0.0,0.295,0.0,0.459
12,51,0.0,0.0,0.0,0.273,0.0,0.227
12,61,0.0,0.0,0.0,0.289,0.0,0.229
12,71,0.0,0.0,0.0,0.399,0.0,0.24
12,81,0.0,0.0,0.0,0.31,0.0,0.0
12,93,0.0,0.0,0.0,0.217,0.0,0.0
12,101,0.0,0.0,0.0,0.449,0.0,0.0
12,114,0.0,0.019,0.0,0.094,0.0,0.0
12,121,0.0,0.033,0.0,0.375,0.0,0.241
12,134,0.0,0.027,0.0,0.206,0.0,0.223
12,142,0.013,0.034,0.0,0.292,0.0,1.17
12,151,0.016,0.041,0.0,0.375,0.0,0.73
12,161,0.013,0.034,0.0,0.292,0.0,0.468
12,173,0.013,0.033,0.0,0.313,0.0,0.472
12,187,0.012,0.032,0.0,0.445,0.0,0.249
12,191,0.008,0.02,0.0,0.517,0.0,0.0
12,201,0.007,0.015,0.0,0.145,0.0,0.433
12,218,0.029,0.033,0.0,0.217,0.0,1.823
12,221,0.01,0.023,0.0,0.454,0.0,0.249
12,236,0.007,0.016,0.0,0.415,0.0,0.244
12,243,0.006,0.015,0.0,0.21,0.0,0.0
12,251,0.01,0.024,0.0,0.492,0.0,0.253
12,261,0.006,0.013,0.0,0.145,0.0,0.0
12,279,0.009,0.022,0.0,0.427,0.0,0.0
12,281,0.012,0.028,0.0,0.368,0.0,0.0
12,291,0.008,0.02,0.0,0.323,0.0,0.0
12,304,0.009,0.022,0.0,0.379,0.0,0.0
12,311,0.01,0.025,0.0,0.482,0.0,0.0
12,326,0.01,0.025,0.0,0.361,0.0,0.0
12,331,0.025,0.043,0.0,0.379,0.0,1.223
12,349,0.036,0.04,0.0,0.346,0.0,1.938
12,351,0.045,0.05,0.0,0.387,0.0,1.985
12,365,0.031,0.035,0.0,0.343,0.0,1.927
12,371,0.041,0.046,0.0,0.463,0.0,2.039
13,1,,,,,,
13,18,0.0,0.0,0.0,0.0,0.0,0.0
13,24,0.0,0.0,0.0,0.0,0.0,0.0
13,31,0.0,0.0,0.0,0.436,0.0,0.244
13,43,0.024,0.094,0.0,0.295,0.0,1.207
13,51,0.019,0.077,0.0,0.273,0.0,0.948
13,61,0.014,0.046,0.0,0.289,0.0,0.705
13,71,0.015,0.058,0.0,0.399,0.0,0.494
13,81,0.013,0.052,0.0,0.31,0.0,0.238
13,93,0.008,0.025,0.0,0.217,0.0,0.45
13,101,0.012,0.035,0.0,0.449,0.0,0.25
13,114,0.009,0.053,0.0,0.094,0.0,1.078
13,121,0.021,0.096,0.0,0.375,0.0,1.495
13,134,0.011,0.051,0.0,0.206,0.0,0.907
13,142,0.013,0.06,0.0,0.292,0.0,0.71
13,151,0.016,0.073,0.0,0.375,0.0,0.493
13,161,0.013,0.061,0.0,0.292,0.0,0.237
13,173,0.013,0.058,0.0,0.313,0.0,0.238
13,187,0.012,0.056,0.0,0.445,0.0,0.251
13,191,0.012,0.057,0.0,0.517,0.0,0.0
13,201,0.007,0.034,0.0,0.145,0.0,0.0
13,218,0.011,0.051,0.0,0.217,0.0,0.0
13,221,0.015,0.068,0.0,0.454,0.0,0.0
13,236,0.01,0.046,0.0,0.415,0.0,0.0
13,243,0.01,0.044,0.0,0.21,0.0,0.0
13,251,0.015,0.07,0.0,0.492,0.0,0.0
13,261,0.008,0.039,0.0,0.145,0.0,0.0
13,279,0.014,0.064,0.0,0.427,0.0,0.0
13,281,0.017,0.08,0.0,0.368,0.0,0.0
13,291,0.013,0.058,0.0,0.323,0.0,0.0
13,304,0.014,0.063,0.0,0.379,0.0,0.0
13,311,0.016,0.072,0.0,0.482,0.0,0.0
13,326,0.015,0.071,0.0,0.361,0.0,0.0
13,331,0.015,0.07,0.0,0.379,0.0,0.0
13,349,0.013,0.062,0.0,0.346,0.0,0.0
13,351,0.017,0.077,0.0,0.387,0.0,0.0
13,365,0.012,0.054,0.0,0.343,0.0,0.0
13,371,0.015,0.07,0.0,0.463,0.0,0.0
14,1,,,,,,
14,18,0.0,0.0,0.0,0.0,0.0,0.0
14,24,1.729,0.0,0.0,0.475,-0.525,1.84
14,31,3.877,0.0,0.0,1.744,-0.168,5.962
14,43,2.468,0.0,0.0,1.181,-0.278,2.685
14,51,2.625,0.0,0.0,1.09,-0.301,2.166
14,61,1.97,0.0,0.0,1.158,-0.284,1.453
14,71,3.015,0.0,0.0,1.594,-0.193,1.283
14,81,2.72,0.0,0.0,1.241,-0.264,0.57
14,93,1.702,0.0,0.0,0.866,-0.365,0.42
14,101,2.407,0.0,0.0,1.797,-0.16,0.605
14,114,1.293,0.0,0.0,0.378,-0.584,0.0
